year,n_return,t_return,combo_return,n_active,t_active
2023,0.03141764599994201,0.32446953557074765,0.17794359078534283,True,True
2024,0.007347742471023322,0.008706394127039108,0.008111570527785439,True,True
2025,0.16609931532580124,0.48900234113020424,0.3477411054648589,True,True
