date,n_equity_norm,t_equity_norm,combo_equity
2023-01-03,1.0,1.0,1.0
2023-01-04,1.0,0.9923110473452607,0.9961555236726303
2023-01-05,1.0,0.9885603387331926,0.9942801693665964
2023-01-06,1.0,0.9855597718435382,0.9927798859217691
2023-01-09,1.0,0.9883263026267071,0.9941631513133535
2023-01-10,1.0,0.9883263026267071,0.9941631513133535
2023-01-11,1.0,0.9849613874309996,0.9924806937154997
2023-01-12,1.0,0.9858658886283508,0.9929329443141754
2023-01-13,1.0,0.9898230813667629,0.9949115406833815
2023-01-16,1.0,0.9949109006018643,0.9974554503009321
2023-01-17,1.0,0.9960601688964966,0.9980300844482484
2023-01-18,1.0,0.9956079182978207,0.9978039591489103
2023-01-19,1.0,1.0019394266792803,1.0009697133396402
2023-01-20,1.0,1.0044268049719967,1.0022134024859983
2023-01-30,1.0,1.0064530209360116,1.0032265104680058
2023-01-31,1.0,1.0008984972133905,1.0004492486066954
2023-02-01,1.0,1.0123596756370226,1.0061798378185114
2023-02-02,1.0,1.010069514865956,1.0050347574329779
2023-02-03,1.0,1.0028252459220912,1.0014126229610456
2023-02-06,1.0,0.9937032808400282,0.9968516404200141
2023-02-07,1.0,0.994610358920951,0.9973051794604755
2023-02-08,1.0,0.9916253035217634,0.9958126517608816
2023-02-09,1.0,0.9975329654624149,0.9987664827312075
2023-02-10,1.0,0.9973185754579317,0.9986592877289658
2023-02-13,1.0,0.9973185754579317,0.9986592877289658
2023-02-14,1.0,0.9973185754579317,0.9986592877289658
2023-02-15,1.0,0.9973185754579317,0.9986592877289658
2023-02-16,1.0,0.9973185754579317,0.9986592877289658
2023-02-17,1.0,0.9950271163163784,0.9975135581581892
2023-02-20,1.0,0.9961727255027228,0.9980863627513614
2023-02-21,1.0,0.9954089860451595,0.9977044930225798
2023-02-22,1.0,0.9892990703846551,0.9946495351923276
2023-02-23,1.0,0.9908329945925312,0.9954164972962656
2023-02-24,1.0,0.9908329945925312,0.9954164972962656
2023-02-27,1.0,0.9908329945925312,0.9954164972962656
2023-02-28,1.0,0.9908329945925312,0.9954164972962656
2023-03-01,1.0,0.9908329945925312,0.9954164972962656
2023-03-02,1.0,0.9908329945925312,0.9954164972962656
2023-03-03,1.0,0.9908329945925312,0.9954164972962656
2023-03-06,1.0,0.9908329945925312,0.9954164972962656
2023-03-07,1.0,0.9908329945925312,0.9954164972962656
2023-03-08,1.0,0.9908329945925312,0.9954164972962656
2023-03-09,1.0,0.9908329945925312,0.9954164972962656
2023-03-10,1.0,0.9908329945925312,0.9954164972962656
2023-03-13,1.0,0.9908329945925312,0.9954164972962656
2023-03-14,1.0,0.9908329945925312,0.9954164972962656
2023-03-15,1.0,0.9901096463951427,0.9950548231975713
2023-03-16,1.0,0.997100833788785,0.9985504168943925
2023-03-17,1.0,1.0018947908587112,1.0009473954293555
2023-03-20,1.0,1.0276623101095645,1.0138311550547823
2023-03-21,1.0,1.0194726334484403,1.0097363167242202
2023-03-22,1.0,1.0068884961398843,1.0034442480699421
2023-03-23,1.0,1.0128809424772922,1.006440471238646
2023-03-24,1.0,1.0172754031247244,1.0086377015623622
2023-03-27,1.0,1.0114827049985635,1.0057413524992818
2023-03-28,1.0,1.007287992562378,1.003643996281189
2023-03-29,1.0,1.010284215731082,1.0051421078655411
2023-03-30,1.0,1.0118822014210576,1.0059411007105288
2023-03-31,1.0,1.0184738923922056,1.0092369461961028
2023-04-03,1.0,1.0064889997173905,1.0032444998586953
2023-04-04,1.0,1.016076913857243,1.0080384569286216
2023-04-06,1.0,1.0282615547433052,1.0141307773716526
2023-04-07,1.0,1.0278620583208116,1.0139310291604058
2023-04-10,1.0,1.0196723816596873,1.0098361908298437
2023-04-11,1.0,1.0244663387296138,1.0122331693648068
2023-04-12,1.0,1.0304587850670215,1.0152293925335107
2023-04-13,1.0,1.0314575261232561,1.015728763061628
2023-04-14,1.0,1.0354524903481943,1.0177262451740972
2023-04-17,1.0,1.027063065475824,1.013531532737912
2023-04-18,1.0,1.0232678494621321,1.0116339247310662
2023-04-19,1.0,1.0216698637721566,1.0108349318860783
2023-04-20,1.0,1.023867094095873,1.0119335470479365
2023-04-21,1.0,1.0198721298709346,1.0099360649354674
2023-04-24,1.0,1.0176748995472182,1.0088374497736092
2023-04-25,1.0,1.0232766676465397,1.01163833382327
2023-04-26,1.0,1.0232766676465397,1.01163833382327
2023-04-27,1.0,1.0232766676465397,1.01163833382327
2023-04-28,1.0,1.0232766676465397,1.01163833382327
2023-05-04,1.0,1.0238087959672695,1.0119043979836349
2023-05-05,1.0,1.0232429152515339,1.011621457625767
2023-05-08,1.0,1.0304557583186087,1.0152278791593043
2023-05-09,1.0,1.0324308293490723,1.0162154146745361
2023-05-10,1.0,1.0297974013084539,1.014898700654227
2023-05-11,1.0,1.039835929282566,1.019917964641283
2023-05-12,1.0,1.0509726632274319,1.025486331613716
2023-05-15,1.0,1.0495190275684647,1.0247595137842325
2023-05-16,1.0,1.0518640703094542,1.0259320351547272
2023-05-17,1.0,1.0693921174894463,1.0346960587447231
2023-05-18,1.0,1.10317229103457,1.051586145517285
2023-05-19,1.0,1.0895358529318815,1.0447679264659406
2023-05-22,1.0,1.127756511063505,1.0638782555317525
2023-05-23,1.0,1.1581487711246468,1.0790743855623233
2023-05-24,1.0,1.1439153418569166,1.0719576709284584
2023-05-25,1.0,1.1615774778140775,1.0807887389070387
2023-05-26,1.0,1.167584277316365,1.0837921386581826
2023-05-29,1.0,1.204443771300551,1.1022218856502755
2023-05-30,1.0,1.2065004287419112,1.1032502143709557
2023-05-31,1.0,1.2049652066720473,1.1024826033360235
2023-06-01,1.0,1.2005489644673848,1.1002744822336923
2023-06-02,1.0,1.2082541588613307,1.1041270794306652
2023-06-05,0.9999800879999999,1.2049886249936936,1.1024843564968467
2023-06-06,1.000310293,1.1978836195206515,1.0990969562603259
2023-06-07,0.999947293,1.2104739891244851,1.1052106410622424
2023-06-08,0.999184293,1.1933070373556849,1.0962456651778425
