year,n_return,t_return,combo_return,n_active,t_active
2020,0.15866652617284527,0.31986583712717076,0.23952031129387374,True,True
2021,0.01110789662290812,0.0460003690599593,0.040056356983563246,True,True
2022,0.04608036061233034,0.10838280983294735,0.09140423383476004,True,True
2023,0.12543706305702362,0.327131949997302,0.2239735179997948,True,True
2024,0.03459957421024229,0.008706394127037775,0.026361317867685585,True,True
2025,0.16303664510634275,0.4890023411302049,0.3188483110802154,True,True
2026,0.050330530093754655,0.005393102786031223,0.029022508597605468,True,True
