date,n_equity,t_equity,combined
2014-07-17,400000.0,645057.9367547596,522528.9683773798
2014-07-18,400000.0,640517.9367547596,520258.9683773798
2014-07-21,400000.0,643607.5770047597,521803.78850237984
2014-07-22,400000.0,643607.5770047597,521803.78850237984
2014-07-23,400000.0,643607.5770047597,521803.78850237984
2014-07-24,400000.0,643607.5770047597,521803.78850237984
2014-07-25,400000.0,643253.9004422596,521626.9502211298
2014-07-28,400000.0,641776.4004422596,520888.2002211298
2014-07-29,400000.0,641185.4004422596,520592.7002211298
2014-07-30,400000.0,640889.9004422596,520444.9502211298
2014-07-31,400000.0,642367.4004422596,521183.7002211298
2014-08-01,400000.0,636155.9904422597,518077.99522112985
2014-08-04,400000.0,634030.7331662597,517015.36658312986
2014-08-05,400000.0,634030.7331662597,517015.36658312986
2014-08-06,400000.0,634030.7331662597,517015.36658312986
2014-08-07,400000.0,632402.4822235128,516201.2411117564
2014-08-08,400000.0,633722.3722235127,516861.18611175637
2014-08-11,400000.0,637942.3022235128,518971.1511117564
2014-08-12,400000.0,639297.9569542728,519648.9784771364
2014-08-13,400000.0,637626.3569542727,518813.17847713636
2014-08-14,400000.0,635382.7069542727,517691.35347713635
2014-08-15,400000.0,640381.9169542728,520190.9584771364
2014-08-18,400000.0,648658.5769542727,524329.2884771363
2014-08-19,400000.0,650283.0169542728,525141.5084771364
2014-08-20,400000.0,648850.2169542727,524425.1084771364
2014-08-21,400000.0,651150.2569542727,525575.1284771364
2014-08-22,400000.0,654606.4969542727,527303.2484771364
2014-08-25,400000.0,647523.2673546128,523761.6336773064
2014-08-26,400000.0,635696.0473546128,517848.0236773064
2014-08-27,400000.0,638545.9273546127,519272.96367730637
2014-08-28,400000.0,631812.2373546128,515906.1186773064
2014-08-29,400000.0,635941.2293901127,517970.61469505634
2014-09-01,400000.0,641433.6293901128,520716.8146950564
2014-09-02,400000.0,644538.0293901127,522269.01469505636
2014-09-03,400000.0,646225.8832834474,523112.9416417237
2014-09-04,400000.0,652239.4932834475,526119.7466417237
2014-09-05,400000.0,654094.0232834474,527047.0116417237
2014-09-09,400000.0,655523.9932834473,527761.9966417237
2014-09-10,400000.0,658057.9132834474,529028.9566417236
2014-09-11,400000.0,658628.3932834474,529314.1966417236
2014-09-12,400000.0,664555.7232834473,532277.8616417237
2014-09-15,400000.0,666848.0132834474,533424.0066417237
2014-09-16,400000.0,647702.2932834474,523851.1466417237
2014-09-17,400000.0,650279.8232834473,525139.9116417237
2014-09-18,400000.0,651361.1066484272,525680.5533242136
2014-09-19,400000.0,653653.3966484272,526826.6983242136
2014-09-22,400000.0,650030.6166484272,525015.3083242136
2014-09-23,400000.0,653461.0366484273,526730.5183242136
2014-09-24,400000.0,656907.4866484273,528453.7433242137
2014-09-25,400000.0,654701.0544264822,527350.5272132411
2014-09-26,400000.0,656624.6544264823,528312.3272132411
2014-09-29,400000.0,662331.3344264822,531165.6672132411
2014-09-30,400000.0,665793.8144264822,532896.9072132411
2014-10-08,400000.0,674962.9744264823,537481.4872132412
2014-10-09,400000.0,675347.6944264823,537673.8472132412
2014-10-10,400000.0,672654.6544264823,536327.3272132411
2014-10-13,400000.0,673039.3744264822,536519.6872132411
2014-10-14,400000.0,670763.1144264822,535381.5572132411
2014-10-15,400000.0,673039.3744264822,536519.6872132411
2014-10-16,400000.0,665024.3744264822,532512.1872132411
2014-10-17,400000.0,659670.3544264822,529835.1772132411
2014-10-20,400000.0,660991.9621874521,530495.9810937261
2014-10-21,400000.0,660991.9621874521,530495.9810937261
2014-10-22,400000.0,660991.9621874521,530495.9810937261
2014-10-23,400000.0,660991.9621874521,530495.9810937261
2014-10-24,400000.0,660991.9621874521,530495.9810937261
2014-10-27,400000.0,660991.9621874521,530495.9810937261
2014-10-28,400000.0,660991.9621874521,530495.9810937261
2014-10-29,400000.0,660991.9621874521,530495.9810937261
2014-10-30,400000.0,660991.9621874521,530495.9810937261
2014-10-31,400000.0,660991.9621874521,530495.9810937261
2014-11-03,400000.0,660991.9621874521,530495.9810937261
2014-11-04,400000.0,659778.6527065912,529889.3263532956
2014-11-05,400000.0,659456.3327065911,529728.1663532956
2014-11-06,400000.0,661054.5027065912,530527.2513532955
2014-11-07,400000.0,658650.5327065912,529325.2663532957
2014-11-10,400000.0,661054.5027065912,530527.2513532955
2014-11-11,400000.0,654178.3427065911,527089.1713532956
2014-11-12,400000.0,653121.2934675062,526560.6467337532
2014-11-13,400000.0,653121.2934675062,526560.6467337532
2014-11-14,400000.0,653121.2934675062,526560.6467337532
2014-11-17,400000.0,653121.2934675062,526560.6467337532
2014-11-18,400000.0,653121.2934675062,526560.6467337532
2014-11-19,400000.0,653121.2934675062,526560.6467337532
2014-11-20,400000.0,651211.4575475062,525605.7287737532
2014-11-21,400000.0,652801.4575475062,526400.7287737532
2014-11-24,400000.0,650681.4575475062,525340.7287737532
2014-11-25,400000.0,654126.4575475062,527063.2287737532
2014-11-26,400000.0,655716.4575475063,527858.2287737532
2014-11-27,400000.0,658636.7575475061,529318.3787737531
2014-11-28,400000.0,658216.5200602628,529108.2600301313
2014-12-01,400000.0,656553.3600602628,528276.6800301315
2014-12-02,400000.0,655370.2900602627,527685.1450301313
2014-12-03,400000.0,661869.3300602628,530934.6650301313
2014-12-04,400000.0,667228.7500602627,533614.3750301313
2014-12-05,400000.0,660377.1500602628,530188.5750301314
2014-12-08,400000.0,663866.2600602627,531933.1300301314
2014-12-09,400000.0,649127.1500602628,524563.5750301314
2014-12-10,400000.0,645975.6398502628,522987.8199251314
2014-12-11,400000.0,643302.3404202628,521651.1702101314
2014-12-12,400000.0,642426.6404202628,521213.3202101314
2014-12-15,400000.0,642801.9404202627,521400.9702101314
2014-12-16,400000.0,638673.6404202627,519336.82021013135
2014-12-17,400000.0,638298.3404202628,519149.1702101314
2014-12-18,400000.0,639299.1404202627,519649.57021013135
2014-12-19,400000.0,639924.6404202628,519962.3202101314
2014-12-22,400000.0,639299.1404202627,519649.57021013135
2014-12-23,400000.0,635671.2404202628,517835.6202101314
2014-12-24,400000.0,635453.8425347276,517726.9212673638
2014-12-25,400000.0,635453.8425347276,517726.9212673638
2014-12-26,400000.0,635453.8425347276,517726.9212673638
2014-12-29,400000.0,635453.8425347276,517726.9212673638
2014-12-30,400000.0,635453.8425347276,517726.9212673638
2014-12-31,400000.0,635453.8425347276,517726.9212673638
2015-01-05,400000.0,635453.8425347276,517726.9212673638
2015-01-06,400000.0,635453.8425347276,517726.9212673638
2015-01-07,400000.0,635453.8425347276,517726.9212673638
2015-01-08,400000.0,635453.8425347276,517726.9212673638
2015-01-09,400000.0,635453.8425347276,517726.9212673638
2015-01-12,400000.0,635453.8425347276,517726.9212673638
2015-01-13,400000.0,635453.8425347276,517726.9212673638
2015-01-14,400000.0,635453.8425347276,517726.9212673638
2015-01-15,400000.0,635453.8425347276,517726.9212673638
2015-01-16,400000.0,635453.8425347276,517726.9212673638
2015-01-19,400000.0,635453.8425347276,517726.9212673638
2015-01-20,400000.0,635453.8425347276,517726.9212673638
2015-01-21,400000.0,635453.8425347276,517726.9212673638
2015-01-22,400000.0,634093.8765347276,517046.9382673638
2015-01-23,400000.0,631391.1540251217,515695.57701256085
2015-01-26,400000.0,638002.5540251216,519001.2770125608
2015-01-27,400000.0,636100.5940251217,518050.2970125608
2015-01-28,400000.0,635059.7940251216,517529.8970125608
2015-01-29,400000.0,631500.5140251217,515750.25701256085
2015-01-30,400000.0,622645.6740251216,511322.8370125608
2015-02-02,400000.0,627665.1062251216,513832.5531125608
2015-02-03,400000.0,630631.3662156716,515315.6831078358
2015-02-04,400000.0,629928.6462156717,514964.32310783584
2015-02-05,400000.0,628969.7262156716,514484.8631078358
2015-02-06,400000.0,626268.6462156717,513134.32310783584
2015-02-09,400000.0,626200.4789371017,513100.23946855083
2015-02-10,400000.0,626200.4789371017,513100.23946855083
2015-02-11,400000.0,626200.4789371017,513100.23946855083
2015-02-12,400000.0,626200.4789371017,513100.23946855083
2015-02-13,400000.0,626200.4789371017,513100.23946855083
2015-02-16,400000.0,626200.4789371017,513100.23946855083
2015-02-17,400000.0,626200.4789371017,513100.23946855083
2015-02-25,400000.0,626200.4789371017,513100.23946855083
2015-02-26,400000.0,626200.4789371017,513100.23946855083
2015-02-27,400000.0,626200.4789371017,513100.23946855083
2015-03-02,400000.0,631723.9649976616,515861.9824988308
2015-03-03,397790.33999999997,628397.1249976617,513093.7324988308
2015-03-04,397790.33999999997,635617.1649976617,516703.75249883084
2015-03-05,397790.33999999997,635073.7249976618,516432.0324988309
2015-03-06,397790.33999999997,624551.7462721517,511171.04313607584
2015-03-09,397790.33999999997,633896.6262721517,515843.48313607584
2015-03-10,397790.33999999997,641043.7462721516,519417.0431360758
2015-03-11,400346.37107935396,638769.6564641517,519558.0137717528
2015-03-12,400346.37107935396,635634.6164641517,517990.4937717528
2015-03-13,400346.37107935396,647187.8964641517,523767.1337717528
2015-03-16,400346.37107935396,668115.3364641516,534230.8537717528
2015-03-17,400346.37107935396,672078.2164641517,536212.2937717529
2015-03-18,400346.37107935396,684220.7764641518,542283.5737717529
2015-03-19,400346.37107935396,687508.1364641518,543927.2537717528
2015-03-20,400346.37107935396,695179.4164641517,547762.8937717528
2015-03-23,400346.37107935396,721050.1364641517,560698.2537717528
2015-03-24,400346.37107935396,726542.5364641517,563444.4537717528
2015-03-25,400346.37107935396,732234.9364641517,566290.6537717528
2015-03-26,400346.37107935396,715628.3764641517,557987.3737717528
2015-03-27,400346.37107935396,727290.2964641517,563818.3337717529
2015-03-30,400346.37107935396,729588.6164641518,564967.4937717528
2015-03-31,400346.37107935396,735326.0564641517,567836.2137717528
2015-04-01,400346.37107935396,752728.3764641518,576537.3737717529
2015-04-02,418821.37107935396,770164.9364641517,594493.1537717528
2015-04-03,418821.37107935396,779644.4564641519,599232.913771753
2015-04-07,441453.37107935396,797164.0564641517,619308.7137717528
2015-04-08,441453.37107935396,788327.8624544076,614890.6167668807
2015-04-09,441453.37107935396,800467.4624544077,620960.4167668808
2015-04-10,441453.37107935396,794738.6624544077,618096.0167668809
2015-04-13,322978.37107935396,798421.4624544077,560699.9167668808
2015-04-14,322978.37107935396,796921.0624544076,559949.7167668808
2015-04-15,441453.37107935396,781917.0624544076,611685.2167668808
2015-04-16,441453.37107935396,788055.0624544076,614754.2167668808
2015-04-17,441453.37107935396,787100.2624544076,614276.8167668808
2015-04-20,441453.37107935396,780280.2624544076,610866.8167668808
2015-04-21,441453.37107935396,804559.4624544077,623006.4167668808
2015-04-22,441453.37107935396,808378.6624544077,624916.0167668809
2015-04-23,441453.37107935396,818472.2624544075,629962.8167668807
2015-04-24,441453.37107935396,824883.0624544076,633168.2167668808
2015-04-27,441453.37107935396,827030.2458292237,634241.8084542889
2015-04-28,441453.37107935396,815131.4458292237,628292.4084542888
2015-04-29,441453.37107935396,834227.4458292237,637840.4084542888
2015-04-30,441453.37107935396,835153.4458292237,638303.4084542888
2015-05-04,441453.37107935396,835808.8823779037,638631.1267286288
2015-05-05,441453.37107935396,835532.8823779037,638493.1267286288
2015-05-06,441453.37107935396,830283.3623779037,635868.3667286288
2015-05-07,441453.37107935396,827897.3682062597,634675.3696428068
2015-05-08,441453.37107935396,827897.3682062597,634675.3696428068
2015-05-11,441453.37107935396,827897.3682062597,634675.3696428068
2015-05-12,441453.37107935396,827897.3682062597,634675.3696428068
2015-05-13,441453.37107935396,830846.7104839486,636150.0407816513
2015-05-14,441453.37107935396,830370.1904839487,635911.7807816514
2015-05-15,441453.37107935396,829691.8904839486,635572.6307816512
2015-05-18,441453.37107935396,831960.4904839486,636706.9307816513
2015-05-19,441453.37107935396,831011.1402839485,636232.2556816512
2015-05-20,441453.37107935396,827487.4002839485,634470.3856816513
2015-05-21,441453.37107935396,838719.3543580637,640086.3627187088
2015-05-22,441453.37107935396,843169.1543580637,642311.2627187088
2015-05-25,441453.37107935396,850570.0343580636,646011.7027187088
2015-05-26,441453.37107935396,858776.5143580636,650114.9427187088
2015-05-27,441453.37107935396,858585.7543580636,650019.5627187088
2015-05-28,441453.37107935396,838822.2992080635,640137.8351437087
2015-05-29,441453.37107935396,844339.8992080635,642896.6351437087
2015-06-01,441453.37107935396,861786.4592080635,651619.9151437087
2015-06-02,441453.37107935396,869558.9792080636,655506.1751437087
2015-06-03,441453.37107935396,867520.6592080635,654487.0151437088
2015-06-04,441453.37107935396,868090.6592080635,654772.0151437088
2015-06-05,441453.37107935396,875101.6592080635,658277.5151437088
2015-06-08,441453.37107935396,868961.6192080635,655207.4951437088
2015-06-09,441453.37107935396,870673.8992080635,656063.6351437087
2015-06-10,441453.37107935396,875701.2992080636,658577.3351437089
2015-06-11,441453.37107935396,881408.1392080635,661430.7551437088
2015-06-12,441453.37107935396,886843.6592080635,664148.5151437088
2015-06-15,441453.37107935396,879613.7792080636,660533.5751437088
2015-06-16,441453.37107935396,867411.2192080636,654432.2951437088
2015-06-17,441453.37107935396,874071.0992080636,657762.2351437088
2015-06-18,441453.37107935396,872877.5471899336,657165.4591346438
2015-06-19,540753.371079354,872877.5471899336,706815.4591346438
2015-06-23,1163608.581012758,872877.5471899336,1018243.0641013458
2015-06-24,1163608.581012758,872877.5471899336,1018243.0641013458
2015-06-25,1163608.581012758,872877.5471899336,1018243.0641013458
2015-06-26,1163608.581012758,872877.5471899336,1018243.0641013458
2015-06-29,1163608.581012758,872877.5471899336,1018243.0641013458
2015-06-30,1159628.8324300186,872877.5471899336,1016253.1898099761
2015-07-01,1159628.8324300186,872877.5471899336,1016253.1898099761
2015-07-02,1159628.8324300186,872877.5471899336,1016253.1898099761
2015-07-03,1159628.8324300186,872877.5471899336,1016253.1898099761
2015-07-06,1158653.7907129512,872877.5471899336,1015765.6689514425
2015-07-07,1158653.7907129512,872877.5471899336,1015765.6689514425
2015-07-08,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-09,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-10,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-13,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-14,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-15,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-16,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-17,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-20,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-21,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-22,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-23,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-24,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-27,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-28,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-29,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-30,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-07-31,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-08-03,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-08-04,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-08-05,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-08-06,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-08-07,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-08-10,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-08-11,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-08-12,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-08-13,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-08-14,1155560.5382129513,872877.5471899336,1014219.0427014425
2015-08-17,1155812.5382129513,872877.5471899336,1014345.0427014425
2015-08-18,1155812.5382129513,866070.7090794396,1010941.6236461955
2015-08-19,1155812.5382129513,866610.4014089097,1011211.4698109305
2015-08-20,1155812.5382129513,862070.1595946681,1008941.3489038097
2015-08-21,1155812.5382129513,854217.0195946682,1005014.7789038097
2015-08-24,1146899.2982129513,841086.1424481352,993992.7203305432
2015-08-25,1144933.6982129512,841086.1424481352,993009.9203305432
2015-08-26,1143815.1782129512,841086.1424481352,992450.6603305432
2015-08-27,1143815.1782129512,841086.1424481352,992450.6603305432
2015-08-28,1143815.1782129512,841086.1424481352,992450.6603305432
2015-08-31,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-01,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-02,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-07,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-08,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-09,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-10,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-11,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-14,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-15,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-16,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-17,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-18,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-21,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-22,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-23,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-24,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-25,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-28,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-29,1143815.1782129512,841086.1424481352,992450.6603305432
2015-09-30,1143815.1782129512,841086.1424481352,992450.6603305432
2015-10-08,1143815.1782129512,841086.1424481352,992450.6603305432
2015-10-09,1143815.1782129512,842260.3694180351,993037.7738154931
2015-10-12,1143815.1782129512,845641.6694180352,994728.4238154932
2015-10-13,1143815.1782129512,845815.0694180352,994815.1238154932
2015-10-14,1143815.1782129512,844543.4694180352,994179.3238154931
2015-10-15,1143815.1782129512,846223.1839968353,995019.1811048932
2015-10-16,1143815.1782129512,846343.0839968352,995079.1311048932
2015-10-19,1143815.1782129512,844710.7839968352,994262.9811048931
2015-10-20,1144558.5782129513,847625.0367683948,996091.807490673
2015-10-21,1144642.5782129513,833529.4747577447,989086.026485348
2015-10-22,1144642.5782129513,842289.7247577447,993466.151485348
2015-10-23,1144642.5782129513,851315.3647577446,997978.971485348
2015-10-26,1144642.5782129513,847108.4947577447,995875.536485348
2015-10-27,1144642.5782129513,851635.4347577447,998139.006485348
2015-10-28,1144642.5782129513,846175.2047577447,995408.891485348
2015-10-29,1144642.5782129513,843261.9447577447,993952.261485348
2015-10-30,1144642.5782129513,838714.8453552646,991678.711784108
2015-11-02,1144642.5782129513,832474.5854552647,988558.581834108
2015-11-03,1144642.5782129513,835689.6854552646,990166.1318341079
2015-11-04,1144642.5782129513,852748.4454552646,998695.511834108
2015-11-05,1144642.5782129513,849652.5254552646,997147.551834108
2015-11-06,1144642.5782129513,857061.8354552647,1000852.206834108
2015-11-09,1144642.5782129513,861721.0654552646,1003181.821834108
2015-11-10,1144642.5782129513,859834.4654552647,1002238.521834108
2015-11-11,1144642.5782129513,864929.1154552647,1004785.846834108
2015-11-12,1144642.5782129513,862855.4966509511,1003749.0374319511
2015-11-13,1144642.5782129513,850271.5866509512,997457.0824319513
2015-11-16,1144642.5782129513,859387.7291928336,1002015.1537028925
2015-11-17,1144642.5782129513,847500.0291928337,996071.3037028925
2015-11-18,1144642.5782129513,840016.3291928337,992329.4537028925
2015-11-19,1144642.5782129513,855399.5291928337,1000021.0537028925
2015-11-20,1144642.5782129513,858880.6691928336,1001761.6237028925
2015-11-23,1144642.5782129513,854507.4891928337,999575.0337028925
2015-11-24,1144642.5782129513,860610.9491928336,1002626.7637028925
2015-11-25,1144642.5782129513,870503.7491928337,1007573.1637028925
2015-11-26,1144642.5782129513,862455.4691928336,1003549.0237028925
2015-11-27,1140817.8782129511,835369.4891928337,988093.6837028924
2015-11-30,1140817.8782129511,835039.7395217416,987928.8088673464
2015-12-01,1140817.8782129511,835039.7395217416,987928.8088673464
2015-12-02,1140817.8782129511,835039.7395217416,987928.8088673464
2015-12-03,1140817.8782129511,835039.7395217416,987928.8088673464
2015-12-04,1140817.8782129511,835039.7395217416,987928.8088673464
2015-12-07,1140817.8782129511,835039.7395217416,987928.8088673464
2015-12-08,1140817.8782129511,835039.7395217416,987928.8088673464
2015-12-09,1140817.8782129511,835039.7395217416,987928.8088673464
2015-12-10,1140817.8782129511,835039.7395217416,987928.8088673464
2015-12-11,1140817.8782129511,835039.7395217416,987928.8088673464
2015-12-14,1140817.8782129511,835039.7395217416,987928.8088673464
2015-12-15,1140817.8782129511,835039.7395217416,987928.8088673464
