run_id,mode,atr_period,breakout_period,stop_period,stop_atr_multiple,alpha,max_cumulative_loss_pct,max_consecutive_losses,total_return,cagr,sharpe,max_drawdown,win_rate,profit_factor,total_trades,annual_vol,calmar,final_value,date_range
378,A,20,20,8,2.0,0.2,0.15,8,186.9289,11.1178,0.5942,15.4854,39.64,3.6099,111,0.0,0.718,286928.91,2014-01-01~2024-01-01
379,B,20,20,8,2.0,0.2,0.15,8,50.8768,4.1993,0.3535,26.9555,32.43,3.4626,74,0.0,0.1558,150876.79,2014-01-01~2024-01-01
380,A,20,20,8,2.5,0.0,0.15,8,173.3645,10.5809,0.54,15.2065,40.54,3.264,111,0.0,0.6958,273364.52,2014-01-01~2024-01-01
382,A,20,20,8,2.5,0.05,0.15,8,181.4697,10.9045,0.5556,15.2714,40.54,3.3517,111,0.0,0.714,281469.74,2014-01-01~2024-01-01
381,B,20,20,8,2.5,0.0,0.15,8,45.9863,3.8564,0.3102,26.9119,33.33,3.1097,75,0.0,0.1433,145986.32,2014-01-01~2024-01-01
383,B,20,20,8,2.5,0.05,0.15,8,53.1207,4.3532,0.3436,26.6215,33.33,3.3435,72,0.0,0.1635,153120.72,2014-01-01~2024-01-01
384,A,20,20,8,2.5,0.1,0.15,8,183.4377,10.9818,0.5657,15.35,40.0,3.4478,110,0.0,0.7154,283437.68,2014-01-01~2024-01-01
385,B,20,20,8,2.5,0.1,0.15,8,51.1874,4.2207,0.3289,27.7762,33.33,3.2522,72,0.0,0.152,151187.43,2014-01-01~2024-01-01
386,A,20,20,8,2.5,0.15,0.15,8,184.7569,11.0334,0.5777,15.4192,39.45,3.5624,109,0.0,0.7156,284756.87,2014-01-01~2024-01-01
387,B,20,20,8,2.5,0.15,0.15,8,52.1059,4.2839,0.3387,27.0989,33.33,3.3215,72,0.0,0.1581,152105.9,2014-01-01~2024-01-01
388,A,20,20,8,2.5,0.2,0.15,8,186.9289,11.1178,0.5942,15.4854,39.64,3.6099,111,0.0,0.718,286928.91,2014-01-01~2024-01-01
389,B,20,20,8,2.5,0.2,0.15,8,50.8768,4.1993,0.3535,26.9555,32.43,3.4626,74,0.0,0.1558,150876.79,2014-01-01~2024-01-01
390,A,20,20,10,1.5,0.0,0.15,8,151.9865,9.684,0.5452,18.6744,40.43,3.0905,94,0.0,0.5186,251986.45,2014-01-01~2024-01-01
391,B,20,20,10,1.5,0.0,0.15,8,103.9202,7.3866,0.3958,26.8677,35.94,3.3292,64,0.0,0.2749,203920.22,2014-01-01~2024-01-01
392,A,20,20,10,1.5,0.05,0.15,8,149.8932,9.5925,0.5428,18.4271,40.43,3.0646,94,0.0,0.5206,249893.23,2014-01-01~2024-01-01
393,B,20,20,10,1.5,0.05,0.15,8,109.8193,7.6934,0.4135,26.739,37.1,3.3035,62,0.0,0.2877,209819.28,2014-01-01~2024-01-01
394,A,20,20,10,1.5,0.1,0.15,8,147.3378,9.4799,0.5455,17.9936,39.36,3.1606,94,0.0,0.5268,247337.78,2014-01-01~2024-01-01
395,B,20,20,10,1.5,0.1,0.15,8,104.073,7.3947,0.4001,28.3684,37.1,3.1587,62,0.0,0.2607,204073.02,2014-01-01~2024-01-01
396,A,20,20,10,1.5,0.15,0.15,8,146.5909,9.4468,0.5554,17.8424,39.36,3.1351,94,0.0,0.5295,246590.91,2014-01-01~2024-01-01
397,B,20,20,10,1.5,0.15,0.15,8,107.2754,7.5621,0.4129,28.237,37.1,3.2031,62,0.0,0.2678,207275.38,2014-01-01~2024-01-01
398,A,20,20,10,1.5,0.2,0.15,8,129.7063,8.6731,0.537,17.7851,40.0,2.9184,95,0.0,0.4877,229706.33,2014-01-01~2024-01-01
399,B,20,20,10,1.5,0.2,0.15,8,91.1281,6.6931,0.3836,28.1062,35.94,3.1681,64,0.0,0.2381,191128.1,2014-01-01~2024-01-01
400,A,20,20,10,2.0,0.0,0.15,8,151.9865,9.684,0.5452,18.6744,40.43,3.0905,94,0.0,0.5186,251986.45,2014-01-01~2024-01-01
401,B,20,20,10,2.0,0.0,0.15,8,103.9202,7.3866,0.3958,26.8677,35.94,3.3292,64,0.0,0.2749,203920.22,2014-01-01~2024-01-01
402,A,20,20,10,2.0,0.05,0.15,8,149.8932,9.5925,0.5428,18.4271,40.43,3.0646,94,0.0,0.5206,249893.23,2014-01-01~2024-01-01
403,B,20,20,10,2.0,0.05,0.15,8,109.8193,7.6934,0.4135,26.739,37.1,3.3035,62,0.0,0.2877,209819.28,2014-01-01~2024-01-01
404,A,20,20,10,2.0,0.1,0.15,8,147.3378,9.4799,0.5455,17.9936,39.36,3.1606,94,0.0,0.5268,247337.78,2014-01-01~2024-01-01
405,B,20,20,10,2.0,0.1,0.15,8,104.073,7.3947,0.4001,28.3684,37.1,3.1587,62,0.0,0.2607,204073.02,2014-01-01~2024-01-01
406,A,20,20,10,2.0,0.15,0.15,8,146.5909,9.4468,0.5554,17.8424,39.36,3.1351,94,0.0,0.5295,246590.91,2014-01-01~2024-01-01
407,B,20,20,10,2.0,0.15,0.15,8,107.2754,7.5621,0.4129,28.237,37.1,3.2031,62,0.0,0.2678,207275.38,2014-01-01~2024-01-01
408,A,20,20,10,2.0,0.2,0.15,8,129.7063,8.6731,0.537,17.7851,40.0,2.9184,95,0.0,0.4877,229706.33,2014-01-01~2024-01-01
409,B,20,20,10,2.0,0.2,0.15,8,91.1281,6.6931,0.3836,28.1062,35.94,3.1681,64,0.0,0.2381,191128.1,2014-01-01~2024-01-01
410,A,20,20,10,2.5,0.0,0.15,8,151.9865,9.684,0.5452,18.6744,40.43,3.0905,94,0.0,0.5186,251986.45,2014-01-01~2024-01-01
411,B,20,20,10,2.5,0.0,0.15,8,103.9202,7.3866,0.3958,26.8677,35.94,3.3292,64,0.0,0.2749,203920.22,2014-01-01~2024-01-01
412,A,20,20,10,2.5,0.05,0.15,8,149.8932,9.5925,0.5428,18.4271,40.43,3.0646,94,0.0,0.5206,249893.23,2014-01-01~2024-01-01
413,B,20,20,10,2.5,0.05,0.15,8,109.8193,7.6934,0.4135,26.739,37.1,3.3035,62,0.0,0.2877,209819.28,2014-01-01~2024-01-01
414,A,20,20,10,2.5,0.1,0.15,8,147.3378,9.4799,0.5455,17.9936,39.36,3.1606,94,0.0,0.5268,247337.78,2014-01-01~2024-01-01
415,B,20,20,10,2.5,0.1,0.15,8,104.073,7.3947,0.4001,28.3684,37.1,3.1587,62,0.0,0.2607,204073.02,2014-01-01~2024-01-01
416,A,20,20,10,2.5,0.15,0.15,8,146.5909,9.4468,0.5554,17.8424,39.36,3.1351,94,0.0,0.5295,246590.91,2014-01-01~2024-01-01
417,B,20,20,10,2.5,0.15,0.15,8,107.2754,7.5621,0.4129,28.237,37.1,3.2031,62,0.0,0.2678,207275.38,2014-01-01~2024-01-01
418,A,20,20,10,2.5,0.2,0.15,8,129.7063,8.6731,0.537,17.7851,40.0,2.9184,95,0.0,0.4877,229706.33,2014-01-01~2024-01-01
419,B,20,20,10,2.5,0.2,0.15,8,91.1281,6.6931,0.3836,28.1062,35.94,3.1681,64,0.0,0.2381,191128.1,2014-01-01~2024-01-01
420,A,20,20,12,1.5,0.0,0.15,8,157.9475,9.9408,0.5131,26.562,38.75,3.6227,80,0.0,0.3742,257947.53,2014-01-01~2024-01-01
421,B,20,20,12,1.5,0.0,0.15,8,127.3689,8.562,0.4446,28.4663,28.81,5.1892,59,0.0,0.3008,227368.86,2014-01-01~2024-01-01
422,A,20,20,12,1.5,0.05,0.15,8,155.1077,9.8191,0.5122,26.5432,38.75,3.5701,80,0.0,0.3699,255107.7,2014-01-01~2024-01-01
423,B,20,20,12,1.5,0.05,0.15,8,135.2365,8.932,0.464,27.154,30.36,5.0644,56,0.0,0.3289,235236.51,2014-01-01~2024-01-01
424,A,20,20,12,1.5,0.1,0.15,8,187.8671,11.1541,0.5896,26.2816,38.75,4.0514,80,0.0,0.4244,287867.07,2014-01-01~2024-01-01
425,B,20,20,12,1.5,0.1,0.15,8,131.8531,8.7743,0.458,26.9028,30.36,4.9247,56,0.0,0.3261,231853.15,2014-01-01~2024-01-01
426,A,20,20,12,1.5,0.15,0.15,8,192.8769,11.3461,0.6069,26.3159,39.24,4.1333,79,0.0,0.4311,292876.94,2014-01-01~2024-01-01
427,B,20,20,12,1.5,0.15,0.15,8,144.1385,9.3374,0.4696,26.8433,30.91,4.9532,55,0.0,0.3479,244138.46,2014-01-01~2024-01-01
429,B,20,20,12,1.5,0.2,0.15,8,108.3804,7.6193,0.4117,26.617,29.31,4.7036,58,0.0,0.2863,208380.35,2014-01-01~2024-01-01
428,A,20,20,12,1.5,0.2,0.15,8,151.6234,9.6682,0.5427,25.9153,39.02,3.6675,82,0.0,0.3731,251623.39,2014-01-01~2024-01-01
430,A,20,20,12,2.0,0.0,0.15,8,157.9475,9.9408,0.5131,26.562,38.75,3.6227,80,0.0,0.3742,257947.53,2014-01-01~2024-01-01
431,B,20,20,12,2.0,0.0,0.15,8,127.3689,8.562,0.4446,28.4663,28.81,5.1892,59,0.0,0.3008,227368.86,2014-01-01~2024-01-01
432,A,20,20,12,2.0,0.05,0.15,8,155.1077,9.8191,0.5122,26.5432,38.75,3.5701,80,0.0,0.3699,255107.7,2014-01-01~2024-01-01
433,B,20,20,12,2.0,0.05,0.15,8,135.2365,8.932,0.464,27.154,30.36,5.0644,56,0.0,0.3289,235236.51,2014-01-01~2024-01-01
434,A,20,20,12,2.0,0.1,0.15,8,187.8671,11.1541,0.5896,26.2816,38.75,4.0514,80,0.0,0.4244,287867.07,2014-01-01~2024-01-01
435,B,20,20,12,2.0,0.1,0.15,8,131.8531,8.7743,0.458,26.9028,30.36,4.9247,56,0.0,0.3261,231853.15,2014-01-01~2024-01-01
436,A,20,20,12,2.0,0.15,0.15,8,192.8769,11.3461,0.6069,26.3159,39.24,4.1333,79,0.0,0.4311,292876.94,2014-01-01~2024-01-01
437,B,20,20,12,2.0,0.15,0.15,8,144.1385,9.3374,0.4696,26.8433,30.91,4.9532,55,0.0,0.3479,244138.46,2014-01-01~2024-01-01
438,A,20,20,12,2.0,0.2,0.15,8,151.6234,9.6682,0.5427,25.9153,39.02,3.6675,82,0.0,0.3731,251623.39,2014-01-01~2024-01-01
439,B,20,20,12,2.0,0.2,0.15,8,108.3804,7.6193,0.4117,26.617,29.31,4.7036,58,0.0,0.2863,208380.35,2014-01-01~2024-01-01
440,A,20,20,12,2.5,0.0,0.15,8,157.9475,9.9408,0.5131,26.562,38.75,3.6227,80,0.0,0.3742,257947.53,2014-01-01~2024-01-01
441,B,20,20,12,2.5,0.0,0.15,8,127.3689,8.562,0.4446,28.4663,28.81,5.1892,59,0.0,0.3008,227368.86,2014-01-01~2024-01-01
443,B,20,20,12,2.5,0.05,0.15,8,135.2365,8.932,0.464,27.154,30.36,5.0644,56,0.0,0.3289,235236.51,2014-01-01~2024-01-01
442,A,20,20,12,2.5,0.05,0.15,8,155.1077,9.8191,0.5122,26.5432,38.75,3.5701,80,0.0,0.3699,255107.7,2014-01-01~2024-01-01
444,A,20,20,12,2.5,0.1,0.15,8,187.8671,11.1541,0.5896,26.2816,38.75,4.0514,80,0.0,0.4244,287867.07,2014-01-01~2024-01-01
445,B,20,20,12,2.5,0.1,0.15,8,131.8531,8.7743,0.458,26.9028,30.36,4.9247,56,0.0,0.3261,231853.15,2014-01-01~2024-01-01
446,A,20,20,12,2.5,0.15,0.15,8,192.8769,11.3461,0.6069,26.3159,39.24,4.1333,79,0.0,0.4311,292876.94,2014-01-01~2024-01-01
447,B,20,20,12,2.5,0.15,0.15,8,144.1385,9.3374,0.4696,26.8433,30.91,4.9532,55,0.0,0.3479,244138.46,2014-01-01~2024-01-01
448,A,20,20,12,2.5,0.2,0.15,8,151.6234,9.6682,0.5427,25.9153,39.02,3.6675,82,0.0,0.3731,251623.39,2014-01-01~2024-01-01
449,B,20,20,12,2.5,0.2,0.15,8,108.3804,7.6193,0.4117,26.617,29.31,4.7036,58,0.0,0.2863,208380.35,2014-01-01~2024-01-01
450,A,20,25,8,1.5,0.0,0.15,8,163.5963,10.1792,0.4907,20.428,40.37,3.1261,109,0.0,0.4983,263596.27,2014-01-01~2024-01-01
451,B,20,25,8,1.5,0.0,0.15,8,45.9863,3.8564,0.3102,26.9119,33.33,3.1097,75,0.0,0.1433,145986.32,2014-01-01~2024-01-01
452,A,20,25,8,1.5,0.05,0.15,8,162.9248,10.1511,0.4944,20.0639,40.0,3.1721,110,0.0,0.5059,262924.79,2014-01-01~2024-01-01
453,B,20,25,8,1.5,0.05,0.15,8,53.1207,4.3532,0.3436,26.6215,33.33,3.3435,72,0.0,0.1635,153120.72,2014-01-01~2024-01-01
454,A,20,25,8,1.5,0.1,0.15,8,166.8753,10.3155,0.5045,18.6311,40.37,3.2047,109,0.0,0.5537,266875.29,2014-01-01~2024-01-01
455,B,20,25,8,1.5,0.1,0.15,8,51.1874,4.2207,0.3289,27.7762,33.33,3.2522,72,0.0,0.152,151187.43,2014-01-01~2024-01-01
456,A,20,25,8,1.5,0.15,0.15,8,175.5991,10.671,0.518,18.1803,39.81,3.3676,108,0.0,0.587,275599.1,2014-01-01~2024-01-01
457,B,20,25,8,1.5,0.15,0.15,8,52.1059,4.2839,0.3387,27.0989,33.33,3.3215,72,0.0,0.1581,152105.9,2014-01-01~2024-01-01
458,A,20,25,8,1.5,0.2,0.15,8,169.5452,10.4254,0.5339,16.7834,40.57,3.3184,106,0.0,0.6212,269545.2,2014-01-01~2024-01-01
459,B,20,25,8,1.5,0.2,0.15,8,50.8768,4.1993,0.3535,26.9555,32.43,3.4626,74,0.0,0.1558,150876.79,2014-01-01~2024-01-01
460,A,20,25,8,2.0,0.0,0.15,8,163.5963,10.1792,0.4907,20.428,40.37,3.1261,109,0.0,0.4983,263596.27,2014-01-01~2024-01-01
461,B,20,25,8,2.0,0.0,0.15,8,45.9863,3.8564,0.3102,26.9119,33.33,3.1097,75,0.0,0.1433,145986.32,2014-01-01~2024-01-01
462,A,20,25,8,2.0,0.05,0.15,8,162.9248,10.1511,0.4944,20.0639,40.0,3.1721,110,0.0,0.5059,262924.79,2014-01-01~2024-01-01
463,B,20,25,8,2.0,0.05,0.15,8,53.1207,4.3532,0.3436,26.6215,33.33,3.3435,72,0.0,0.1635,153120.72,2014-01-01~2024-01-01
464,A,20,25,8,2.0,0.1,0.15,8,166.8753,10.3155,0.5045,18.6311,40.37,3.2047,109,0.0,0.5537,266875.29,2014-01-01~2024-01-01
465,B,20,25,8,2.0,0.1,0.15,8,51.1874,4.2207,0.3289,27.7762,33.33,3.2522,72,0.0,0.152,151187.43,2014-01-01~2024-01-01
466,A,20,25,8,2.0,0.15,0.15,8,175.5991,10.671,0.518,18.1803,39.81,3.3676,108,0.0,0.587,275599.1,2014-01-01~2024-01-01
467,B,20,25,8,2.0,0.15,0.15,8,52.1059,4.2839,0.3387,27.0989,33.33,3.3215,72,0.0,0.1581,152105.9,2014-01-01~2024-01-01
468,A,20,25,8,2.0,0.2,0.15,8,169.5452,10.4254,0.5339,16.7834,40.57,3.3184,106,0.0,0.6212,269545.2,2014-01-01~2024-01-01
469,B,20,25,8,2.0,0.2,0.15,8,50.8768,4.1993,0.3535,26.9555,32.43,3.4626,74,0.0,0.1558,150876.79,2014-01-01~2024-01-01
470,A,20,25,8,2.5,0.0,0.15,8,163.5963,10.1792,0.4907,20.428,40.37,3.1261,109,0.0,0.4983,263596.27,2014-01-01~2024-01-01
471,B,20,25,8,2.5,0.0,0.15,8,45.9863,3.8564,0.3102,26.9119,33.33,3.1097,75,0.0,0.1433,145986.32,2014-01-01~2024-01-01
472,A,20,25,8,2.5,0.05,0.15,8,162.9248,10.1511,0.4944,20.0639,40.0,3.1721,110,0.0,0.5059,262924.79,2014-01-01~2024-01-01
473,B,20,25,8,2.5,0.05,0.15,8,53.1207,4.3532,0.3436,26.6215,33.33,3.3435,72,0.0,0.1635,153120.72,2014-01-01~2024-01-01
474,A,20,25,8,2.5,0.1,0.15,8,166.8753,10.3155,0.5045,18.6311,40.37,3.2047,109,0.0,0.5537,266875.29,2014-01-01~2024-01-01
475,B,20,25,8,2.5,0.1,0.15,8,51.1874,4.2207,0.3289,27.7762,33.33,3.2522,72,0.0,0.152,151187.43,2014-01-01~2024-01-01
476,A,20,25,8,2.5,0.15,0.15,8,175.5991,10.671,0.518,18.1803,39.81,3.3676,108,0.0,0.587,275599.1,2014-01-01~2024-01-01
477,B,20,25,8,2.5,0.15,0.15,8,52.1059,4.2839,0.3387,27.0989,33.33,3.3215,72,0.0,0.1581,152105.9,2014-01-01~2024-01-01
478,A,20,25,8,2.5,0.2,0.15,8,169.5452,10.4254,0.5339,16.7834,40.57,3.3184,106,0.0,0.6212,269545.2,2014-01-01~2024-01-01
479,B,20,25,8,2.5,0.2,0.15,8,50.8768,4.1993,0.3535,26.9555,32.43,3.4626,74,0.0,0.1558,150876.79,2014-01-01~2024-01-01
480,A,20,25,10,1.5,0.0,0.15,8,163.673,10.1824,0.4824,21.939,42.55,2.9133,94,0.0,0.4641,263672.95,2014-01-01~2024-01-01
481,B,20,25,10,1.5,0.0,0.15,8,103.9202,7.3866,0.3958,26.8677,35.94,3.3292,64,0.0,0.2749,203920.22,2014-01-01~2024-01-01
482,A,20,25,10,1.5,0.05,0.15,8,143.2019,9.2954,0.445,21.5954,42.55,2.7251,94,0.0,0.4304,243201.9,2014-01-01~2024-01-01
483,B,20,25,10,1.5,0.05,0.15,8,109.8193,7.6934,0.4135,26.739,37.1,3.3035,62,0.0,0.2877,209819.28,2014-01-01~2024-01-01
484,A,20,25,10,1.5,0.1,0.15,8,154.068,9.7743,0.4712,20.1742,42.55,2.8262,94,0.0,0.4845,254068.0,2014-01-01~2024-01-01
485,B,20,25,10,1.5,0.1,0.15,8,104.073,7.3947,0.4001,28.3684,37.1,3.1587,62,0.0,0.2607,204073.02,2014-01-01~2024-01-01
486,A,20,25,10,1.5,0.15,0.15,8,150.0767,9.6006,0.4696,20.0556,42.55,2.7919,94,0.0,0.4787,250076.73,2014-01-01~2024-01-01
487,B,20,25,10,1.5,0.15,0.15,8,107.2754,7.5621,0.4129,28.237,37.1,3.2031,62,0.0,0.2678,207275.38,2014-01-01~2024-01-01
488,A,20,25,10,1.5,0.2,0.15,8,136.0027,8.9675,0.4558,19.8924,43.01,2.6525,93,0.0,0.4508,236002.67,2014-01-01~2024-01-01
489,B,20,25,10,1.5,0.2,0.15,8,91.1281,6.6931,0.3836,28.1062,35.94,3.1681,64,0.0,0.2381,191128.1,2014-01-01~2024-01-01
490,A,20,25,10,2.0,0.0,0.15,8,163.673,10.1824,0.4824,21.939,42.55,2.9133,94,0.0,0.4641,263672.95,2014-01-01~2024-01-01
491,B,20,25,10,2.0,0.0,0.15,8,103.9202,7.3866,0.3958,26.8677,35.94,3.3292,64,0.0,0.2749,203920.22,2014-01-01~2024-01-01
492,A,20,25,10,2.0,0.05,0.15,8,143.2019,9.2954,0.445,21.5954,42.55,2.7251,94,0.0,0.4304,243201.9,2014-01-01~2024-01-01
493,B,20,25,10,2.0,0.05,0.15,8,109.8193,7.6934,0.4135,26.739,37.1,3.3035,62,0.0,0.2877,209819.28,2014-01-01~2024-01-01
494,A,20,25,10,2.0,0.1,0.15,8,154.068,9.7743,0.4712,20.1742,42.55,2.8262,94,0.0,0.4845,254068.0,2014-01-01~2024-01-01
495,B,20,25,10,2.0,0.1,0.15,8,104.073,7.3947,0.4001,28.3684,37.1,3.1587,62,0.0,0.2607,204073.02,2014-01-01~2024-01-01
496,A,20,25,10,2.0,0.15,0.15,8,150.0767,9.6006,0.4696,20.0556,42.55,2.7919,94,0.0,0.4787,250076.73,2014-01-01~2024-01-01
497,B,20,25,10,2.0,0.15,0.15,8,107.2754,7.5621,0.4129,28.237,37.1,3.2031,62,0.0,0.2678,207275.38,2014-01-01~2024-01-01
498,A,20,25,10,2.0,0.2,0.15,8,136.0027,8.9675,0.4558,19.8924,43.01,2.6525,93,0.0,0.4508,236002.67,2014-01-01~2024-01-01
499,B,20,25,10,2.0,0.2,0.15,8,91.1281,6.6931,0.3836,28.1062,35.94,3.1681,64,0.0,0.2381,191128.1,2014-01-01~2024-01-01
500,A,20,25,10,2.5,0.0,0.15,8,163.673,10.1824,0.4824,21.939,42.55,2.9133,94,0.0,0.4641,263672.95,2014-01-01~2024-01-01
501,B,20,25,10,2.5,0.0,0.15,8,103.9202,7.3866,0.3958,26.8677,35.94,3.3292,64,0.0,0.2749,203920.22,2014-01-01~2024-01-01
502,A,20,25,10,2.5,0.05,0.15,8,143.2019,9.2954,0.445,21.5954,42.55,2.7251,94,0.0,0.4304,243201.9,2014-01-01~2024-01-01
503,B,20,25,10,2.5,0.05,0.15,8,109.8193,7.6934,0.4135,26.739,37.1,3.3035,62,0.0,0.2877,209819.28,2014-01-01~2024-01-01
504,A,20,25,10,2.5,0.1,0.15,8,154.068,9.7743,0.4712,20.1742,42.55,2.8262,94,0.0,0.4845,254068.0,2014-01-01~2024-01-01
505,B,20,25,10,2.5,0.1,0.15,8,104.073,7.3947,0.4001,28.3684,37.1,3.1587,62,0.0,0.2607,204073.02,2014-01-01~2024-01-01
506,A,20,25,10,2.5,0.15,0.15,8,150.0767,9.6006,0.4696,20.0556,42.55,2.7919,94,0.0,0.4787,250076.73,2014-01-01~2024-01-01
507,B,20,25,10,2.5,0.15,0.15,8,107.2754,7.5621,0.4129,28.237,37.1,3.2031,62,0.0,0.2678,207275.38,2014-01-01~2024-01-01
508,A,20,25,10,2.5,0.2,0.15,8,136.0027,8.9675,0.4558,19.8924,43.01,2.6525,93,0.0,0.4508,236002.67,2014-01-01~2024-01-01
509,B,20,25,10,2.5,0.2,0.15,8,91.1281,6.6931,0.3836,28.1062,35.94,3.1681,64,0.0,0.2381,191128.1,2014-01-01~2024-01-01
510,A,20,25,12,1.5,0.0,0.15,8,185.2649,11.0532,0.5449,28.2822,38.75,4.0606,80,0.0,0.3908,285264.9,2014-01-01~2024-01-01
511,B,20,25,12,1.5,0.0,0.15,8,127.3689,8.562,0.4446,28.4663,28.81,5.1892,59,0.0,0.3008,227368.86,2014-01-01~2024-01-01
512,A,20,25,12,1.5,0.05,0.15,8,169.5313,10.4249,0.5158,28.1706,39.24,3.874,79,0.0,0.3701,269531.33,2014-01-01~2024-01-01
513,B,20,25,12,1.5,0.05,0.15,8,135.2365,8.932,0.464,27.154,30.36,5.0644,56,0.0,0.3289,235236.51,2014-01-01~2024-01-01
514,A,20,25,12,1.5,0.1,0.15,8,173.8012,10.5986,0.5291,26.9375,39.24,3.9695,79,0.0,0.3935,273801.21,2014-01-01~2024-01-01
515,B,20,25,12,1.5,0.1,0.15,8,131.8531,8.7743,0.458,26.9028,30.36,4.9247,56,0.0,0.3261,231853.15,2014-01-01~2024-01-01
516,A,20,25,12,1.5,0.15,0.15,8,186.542,11.1028,0.5353,26.9184,39.74,3.9824,78,0.0,0.4125,286541.95,2014-01-01~2024-01-01
517,B,20,25,12,1.5,0.15,0.15,8,144.1385,9.3374,0.4696,26.8433,30.91,4.9532,55,0.0,0.3479,244138.46,2014-01-01~2024-01-01
518,A,20,25,12,1.5,0.2,0.15,8,145.2552,9.3874,0.4847,26.7861,39.24,3.6054,79,0.0,0.3505,245255.22,2014-01-01~2024-01-01
520,A,20,25,12,2.0,0.0,0.15,8,185.2649,11.0532,0.5449,28.2822,38.75,4.0606,80,0.0,0.3908,285264.9,2014-01-01~2024-01-01
519,B,20,25,12,1.5,0.2,0.15,8,108.3804,7.6193,0.4117,26.617,29.31,4.7036,58,0.0,0.2863,208380.35,2014-01-01~2024-01-01
521,B,20,25,12,2.0,0.0,0.15,8,127.3689,8.562,0.4446,28.4663,28.81,5.1892,59,0.0,0.3008,227368.86,2014-01-01~2024-01-01
522,A,20,25,12,2.0,0.05,0.15,8,169.5313,10.4249,0.5158,28.1706,39.24,3.874,79,0.0,0.3701,269531.33,2014-01-01~2024-01-01
523,B,20,25,12,2.0,0.05,0.15,8,135.2365,8.932,0.464,27.154,30.36,5.0644,56,0.0,0.3289,235236.51,2014-01-01~2024-01-01
524,A,20,25,12,2.0,0.1,0.15,8,173.8012,10.5986,0.5291,26.9375,39.24,3.9695,79,0.0,0.3935,273801.21,2014-01-01~2024-01-01
525,B,20,25,12,2.0,0.1,0.15,8,131.8531,8.7743,0.458,26.9028,30.36,4.9247,56,0.0,0.3261,231853.15,2014-01-01~2024-01-01
526,A,20,25,12,2.0,0.15,0.15,8,186.542,11.1028,0.5353,26.9184,39.74,3.9824,78,0.0,0.4125,286541.95,2014-01-01~2024-01-01
527,B,20,25,12,2.0,0.15,0.15,8,144.1385,9.3374,0.4696,26.8433,30.91,4.9532,55,0.0,0.3479,244138.46,2014-01-01~2024-01-01
528,A,20,25,12,2.0,0.2,0.15,8,145.2552,9.3874,0.4847,26.7861,39.24,3.6054,79,0.0,0.3505,245255.22,2014-01-01~2024-01-01
529,B,20,25,12,2.0,0.2,0.15,8,108.3804,7.6193,0.4117,26.617,29.31,4.7036,58,0.0,0.2863,208380.35,2014-01-01~2024-01-01
530,A,20,25,12,2.5,0.0,0.15,8,185.2649,11.0532,0.5449,28.2822,38.75,4.0606,80,0.0,0.3908,285264.9,2014-01-01~2024-01-01
531,B,20,25,12,2.5,0.0,0.15,8,127.3689,8.562,0.4446,28.4663,28.81,5.1892,59,0.0,0.3008,227368.86,2014-01-01~2024-01-01
532,A,20,25,12,2.5,0.05,0.15,8,169.5313,10.4249,0.5158,28.1706,39.24,3.874,79,0.0,0.3701,269531.33,2014-01-01~2024-01-01
533,B,20,25,12,2.5,0.05,0.15,8,135.2365,8.932,0.464,27.154,30.36,5.0644,56,0.0,0.3289,235236.51,2014-01-01~2024-01-01
534,A,20,25,12,2.5,0.1,0.15,8,173.8012,10.5986,0.5291,26.9375,39.24,3.9695,79,0.0,0.3935,273801.21,2014-01-01~2024-01-01
535,B,20,25,12,2.5,0.1,0.15,8,131.8531,8.7743,0.458,26.9028,30.36,4.9247,56,0.0,0.3261,231853.15,2014-01-01~2024-01-01
536,A,20,25,12,2.5,0.15,0.15,8,186.542,11.1028,0.5353,26.9184,39.74,3.9824,78,0.0,0.4125,286541.95,2014-01-01~2024-01-01
537,B,20,25,12,2.5,0.15,0.15,8,144.1385,9.3374,0.4696,26.8433,30.91,4.9532,55,0.0,0.3479,244138.46,2014-01-01~2024-01-01
538,A,20,25,12,2.5,0.2,0.15,8,145.2552,9.3874,0.4847,26.7861,39.24,3.6054,79,0.0,0.3505,245255.22,2014-01-01~2024-01-01
539,B,20,25,12,2.5,0.2,0.15,8,108.3804,7.6193,0.4117,26.617,29.31,4.7036,58,0.0,0.2863,208380.35,2014-01-01~2024-01-01
540,A,25,15,8,1.5,0.0,0.15,8,174.8081,10.6392,0.5371,27.0859,39.29,3.0263,112,0.0,0.3928,274808.11,2014-01-01~2024-01-01
541,B,25,15,8,1.5,0.0,0.15,8,44.0387,3.717,0.2934,27.7309,34.25,2.9057,73,0.0,0.134,144038.67,2014-01-01~2024-01-01
542,A,25,15,8,1.5,0.05,0.15,8,172.8153,10.5587,0.5421,27.2928,38.39,3.0846,112,0.0,0.3869,272815.32,2014-01-01~2024-01-01
543,B,25,15,8,1.5,0.05,0.15,8,46.434,3.8883,0.309,27.598,34.25,2.9731,73,0.0,0.1409,146434.01,2014-01-01~2024-01-01
545,B,25,15,8,1.5,0.1,0.15,8,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
544,A,25,15,8,1.5,0.1,0.15,8,189.805,11.2287,0.576,27.1897,38.39,3.2987,112,0.0,0.413,289805.0,2014-01-01~2024-01-01
