run_id,mode,atr_period,breakout_period,stop_period,stop_atr_multiple,alpha,max_cumulative_loss_pct,max_consecutive_losses,total_return,cagr,sharpe,max_drawdown,win_rate,profit_factor,total_trades,annual_vol,calmar,final_value,date_range
771,B,25,25,10,2.5,0.0,0.15,8,103.3002,7.3539,0.3928,28.131,36.51,3.2425,63,0.0,0.2614,203300.23,2014-01-01~2024-01-01
772,A,25,25,10,2.5,0.05,0.15,8,147.5946,9.4913,0.4566,19.8835,41.3,2.9686,92,0.0,0.4773,247594.57,2014-01-01~2024-01-01
773,B,25,25,10,2.5,0.05,0.15,8,104.3506,7.4093,0.4006,27.9925,36.51,3.2884,63,0.0,0.2647,204350.57,2014-01-01~2024-01-01
774,A,25,25,10,2.5,0.1,0.15,8,149.7781,9.5875,0.4557,20.6771,41.3,2.978,92,0.0,0.4637,249778.12,2014-01-01~2024-01-01
775,B,25,25,10,2.5,0.1,0.15,8,104.3838,7.411,0.3947,27.8865,35.94,3.3517,64,0.0,0.2658,204383.84,2014-01-01~2024-01-01
776,A,25,25,10,2.5,0.15,0.15,8,137.5724,9.0397,0.443,19.8002,42.55,2.7395,94,0.0,0.4565,237572.43,2014-01-01~2024-01-01
777,B,25,25,10,2.5,0.15,0.15,8,85.9239,6.3989,0.3582,27.7562,34.38,3.3402,64,0.0,0.2305,185923.86,2014-01-01~2024-01-01
778,A,25,25,10,2.5,0.2,0.15,8,134.9209,8.9174,0.4432,19.5748,42.55,2.7229,94,0.0,0.4556,234920.86,2014-01-01~2024-01-01
779,B,25,25,10,2.5,0.2,0.15,8,87.5615,6.4923,0.3672,27.6425,35.38,3.2233,65,0.0,0.2349,187561.53,2014-01-01~2024-01-01
780,A,25,25,12,1.5,0.0,0.15,8,178.5361,10.7884,0.5152,28.4263,39.74,3.7742,78,0.0,0.3795,278536.12,2014-01-01~2024-01-01
782,A,25,25,12,1.5,0.05,0.15,8,180.51,10.8667,0.5247,27.6618,39.74,3.8244,78,0.0,0.3928,280509.97,2014-01-01~2024-01-01
781,B,25,25,12,1.5,0.0,0.15,8,128.9273,8.6362,0.4341,28.3276,29.82,4.8733,57,0.0,0.3049,228927.27,2014-01-01~2024-01-01
783,B,25,25,12,1.5,0.05,0.15,8,131.0399,8.7361,0.4429,27.2818,29.82,4.9531,57,0.0,0.3202,231039.94,2014-01-01~2024-01-01
784,A,25,25,12,1.5,0.1,0.15,8,182.306,10.9375,0.5333,27.0555,39.74,3.8665,78,0.0,0.4043,282306.02,2014-01-01~2024-01-01
785,B,25,25,12,1.5,0.1,0.15,8,129.0045,8.6399,0.4409,27.0885,29.82,4.9172,57,0.0,0.319,229004.54,2014-01-01~2024-01-01
786,A,25,25,12,1.5,0.15,0.15,8,137.2979,9.0271,0.4697,26.2152,39.24,3.5191,79,0.0,0.3443,237297.88,2014-01-01~2024-01-01
787,B,25,25,12,1.5,0.15,0.15,8,92.5683,6.7732,0.3746,26.799,27.59,4.7908,58,0.0,0.2527,192568.33,2014-01-01~2024-01-01
788,A,25,25,12,1.5,0.2,0.15,8,135.5326,8.9457,0.4717,26.1484,39.24,3.5052,79,0.0,0.3421,235532.59,2014-01-01~2024-01-01
789,B,25,25,12,1.5,0.2,0.15,8,97.1392,7.024,0.3903,26.5935,28.81,4.6395,59,0.0,0.2641,197139.2,2014-01-01~2024-01-01
790,A,25,25,12,2.0,0.0,0.15,8,178.5361,10.7884,0.5152,28.4263,39.74,3.7742,78,0.0,0.3795,278536.12,2014-01-01~2024-01-01
791,B,25,25,12,2.0,0.0,0.15,8,128.9273,8.6362,0.4341,28.3276,29.82,4.8733,57,0.0,0.3049,228927.27,2014-01-01~2024-01-01
792,A,25,25,12,2.0,0.05,0.15,8,180.51,10.8667,0.5247,27.6618,39.74,3.8244,78,0.0,0.3928,280509.97,2014-01-01~2024-01-01
793,B,25,25,12,2.0,0.05,0.15,8,131.0399,8.7361,0.4429,27.2818,29.82,4.9531,57,0.0,0.3202,231039.94,2014-01-01~2024-01-01
794,A,25,25,12,2.0,0.1,0.15,8,182.306,10.9375,0.5333,27.0555,39.74,3.8665,78,0.0,0.4043,282306.02,2014-01-01~2024-01-01
795,B,25,25,12,2.0,0.1,0.15,8,129.0045,8.6399,0.4409,27.0885,29.82,4.9172,57,0.0,0.319,229004.54,2014-01-01~2024-01-01
796,A,25,25,12,2.0,0.15,0.15,8,137.2979,9.0271,0.4697,26.2152,39.24,3.5191,79,0.0,0.3443,237297.88,2014-01-01~2024-01-01
797,B,25,25,12,2.0,0.15,0.15,8,92.5683,6.7732,0.3746,26.799,27.59,4.7908,58,0.0,0.2527,192568.33,2014-01-01~2024-01-01
798,A,25,25,12,2.0,0.2,0.15,8,135.5326,8.9457,0.4717,26.1484,39.24,3.5052,79,0.0,0.3421,235532.59,2014-01-01~2024-01-01
799,B,25,25,12,2.0,0.2,0.15,8,97.1392,7.024,0.3903,26.5935,28.81,4.6395,59,0.0,0.2641,197139.2,2014-01-01~2024-01-01
800,A,25,25,12,2.5,0.0,0.15,8,178.5361,10.7884,0.5152,28.4263,39.74,3.7742,78,0.0,0.3795,278536.12,2014-01-01~2024-01-01
801,B,25,25,12,2.5,0.0,0.15,8,128.9273,8.6362,0.4341,28.3276,29.82,4.8733,57,0.0,0.3049,228927.27,2014-01-01~2024-01-01
802,A,25,25,12,2.5,0.05,0.15,8,180.51,10.8667,0.5247,27.6618,39.74,3.8244,78,0.0,0.3928,280509.97,2014-01-01~2024-01-01
803,B,25,25,12,2.5,0.05,0.15,8,131.0399,8.7361,0.4429,27.2818,29.82,4.9531,57,0.0,0.3202,231039.94,2014-01-01~2024-01-01
804,A,25,25,12,2.5,0.1,0.15,8,182.306,10.9375,0.5333,27.0555,39.74,3.8665,78,0.0,0.4043,282306.02,2014-01-01~2024-01-01
805,B,25,25,12,2.5,0.1,0.15,8,129.0045,8.6399,0.4409,27.0885,29.82,4.9172,57,0.0,0.319,229004.54,2014-01-01~2024-01-01
806,A,25,25,12,2.5,0.15,0.15,8,137.2979,9.0271,0.4697,26.2152,39.24,3.5191,79,0.0,0.3443,237297.88,2014-01-01~2024-01-01
807,B,25,25,12,2.5,0.15,0.15,8,92.5683,6.7732,0.3746,26.799,27.59,4.7908,58,0.0,0.2527,192568.33,2014-01-01~2024-01-01
808,A,25,25,12,2.5,0.2,0.15,8,135.5326,8.9457,0.4717,26.1484,39.24,3.5052,79,0.0,0.3421,235532.59,2014-01-01~2024-01-01
809,B,25,25,12,2.5,0.2,0.15,8,97.1392,7.024,0.3903,26.5935,28.81,4.6395,59,0.0,0.2641,197139.2,2014-01-01~2024-01-01
90002,A,25,20,8,1.5,0.1,0.1,8,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90000,A,25,20,8,1.5,0.1,0.1,5,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90003,B,25,20,8,1.5,0.1,0.1,8,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90001,B,25,20,8,1.5,0.1,0.1,5,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90005,B,25,20,8,1.5,0.1,0.1,10,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90004,A,25,20,8,1.5,0.1,0.1,10,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90007,B,25,20,8,1.5,0.1,0.15,5,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90006,A,25,20,8,1.5,0.1,0.15,5,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90008,A,25,20,8,1.5,0.1,0.15,8,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90009,B,25,20,8,1.5,0.1,0.15,8,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90010,A,25,20,8,1.5,0.1,0.15,10,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90011,B,25,20,8,1.5,0.1,0.15,10,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90012,A,25,20,8,1.5,0.1,0.2,5,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90013,B,25,20,8,1.5,0.1,0.2,5,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90014,A,25,20,8,1.5,0.1,0.2,8,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90015,B,25,20,8,1.5,0.1,0.2,8,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90016,A,25,20,8,1.5,0.1,0.2,10,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90017,B,25,20,8,1.5,0.1,0.2,10,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90019,B,25,20,8,2.0,0.1,0.1,5,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90018,A,25,20,8,2.0,0.1,0.1,5,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90021,B,25,20,8,2.0,0.1,0.1,8,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90020,A,25,20,8,2.0,0.1,0.1,8,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90023,B,25,20,8,2.0,0.1,0.1,10,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90022,A,25,20,8,2.0,0.1,0.1,10,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90025,B,25,20,8,2.0,0.1,0.15,5,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90024,A,25,20,8,2.0,0.1,0.15,5,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90026,A,25,20,8,2.0,0.1,0.15,8,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90027,B,25,20,8,2.0,0.1,0.15,8,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90029,B,25,20,8,2.0,0.1,0.15,10,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90028,A,25,20,8,2.0,0.1,0.15,10,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90030,A,25,20,8,2.0,0.1,0.2,5,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90031,B,25,20,8,2.0,0.1,0.2,5,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90033,B,25,20,8,2.0,0.1,0.2,8,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90032,A,25,20,8,2.0,0.1,0.2,8,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90034,A,25,20,8,2.0,0.1,0.2,10,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90035,B,25,20,8,2.0,0.1,0.2,10,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90036,A,25,20,8,2.5,0.1,0.1,5,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90037,B,25,20,8,2.5,0.1,0.1,5,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90039,B,25,20,8,2.5,0.1,0.1,8,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90038,A,25,20,8,2.5,0.1,0.1,8,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90043,B,25,20,8,2.5,0.1,0.15,5,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90040,A,25,20,8,2.5,0.1,0.1,10,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90041,B,25,20,8,2.5,0.1,0.1,10,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90042,A,25,20,8,2.5,0.1,0.15,5,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90044,A,25,20,8,2.5,0.1,0.15,8,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90045,B,25,20,8,2.5,0.1,0.15,8,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90046,A,25,20,8,2.5,0.1,0.15,10,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90047,B,25,20,8,2.5,0.1,0.15,10,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90051,B,25,20,8,2.5,0.1,0.2,8,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90048,A,25,20,8,2.5,0.1,0.2,5,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90049,B,25,20,8,2.5,0.1,0.2,5,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90050,A,25,20,8,2.5,0.1,0.2,8,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90053,B,25,20,8,2.5,0.1,0.2,10,54.5687,4.4515,0.3485,27.5421,32.88,3.3874,73,0.0,0.1616,154568.71,2014-01-01~2024-01-01
90055,B,25,20,8,1.5,0.2,0.1,5,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90052,A,25,20,8,2.5,0.1,0.2,10,210.2395,11.9893,0.6187,13.7312,41.67,3.4799,108,0.0,0.8731,310239.52,2014-01-01~2024-01-01
90054,A,25,20,8,1.5,0.2,0.1,5,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90056,A,25,20,8,1.5,0.2,0.1,8,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90057,B,25,20,8,1.5,0.2,0.1,8,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90059,B,25,20,8,1.5,0.2,0.1,10,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90058,A,25,20,8,1.5,0.2,0.1,10,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90060,A,25,20,8,1.5,0.2,0.15,5,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90061,B,25,20,8,1.5,0.2,0.15,5,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90062,A,25,20,8,1.5,0.2,0.15,8,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90063,B,25,20,8,1.5,0.2,0.15,8,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90065,B,25,20,8,1.5,0.2,0.15,10,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90064,A,25,20,8,1.5,0.2,0.15,10,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90067,B,25,20,8,1.5,0.2,0.2,5,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90066,A,25,20,8,1.5,0.2,0.2,5,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90069,B,25,20,8,1.5,0.2,0.2,8,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90068,A,25,20,8,1.5,0.2,0.2,8,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90071,B,25,20,8,1.5,0.2,0.2,10,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90070,A,25,20,8,1.5,0.2,0.2,10,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90072,A,25,20,8,2.0,0.2,0.1,5,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90073,B,25,20,8,2.0,0.2,0.1,5,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90074,A,25,20,8,2.0,0.2,0.1,8,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90075,B,25,20,8,2.0,0.2,0.1,8,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90076,A,25,20,8,2.0,0.2,0.1,10,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90077,B,25,20,8,2.0,0.2,0.1,10,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90079,B,25,20,8,2.0,0.2,0.15,5,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90078,A,25,20,8,2.0,0.2,0.15,5,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90080,A,25,20,8,2.0,0.2,0.15,8,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90081,B,25,20,8,2.0,0.2,0.15,8,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90083,B,25,20,8,2.0,0.2,0.15,10,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90082,A,25,20,8,2.0,0.2,0.15,10,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90085,B,25,20,8,2.0,0.2,0.2,5,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90084,A,25,20,8,2.0,0.2,0.2,5,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90087,B,25,20,8,2.0,0.2,0.2,8,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90086,A,25,20,8,2.0,0.2,0.2,8,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90089,B,25,20,8,2.0,0.2,0.2,10,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90091,B,25,20,8,2.5,0.2,0.1,5,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90090,A,25,20,8,2.5,0.2,0.1,5,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90088,A,25,20,8,2.0,0.2,0.2,10,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90092,A,25,20,8,2.5,0.2,0.1,8,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90093,B,25,20,8,2.5,0.2,0.1,8,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90094,A,25,20,8,2.5,0.2,0.1,10,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90095,B,25,20,8,2.5,0.2,0.1,10,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90096,A,25,20,8,2.5,0.2,0.15,5,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90097,B,25,20,8,2.5,0.2,0.15,5,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90098,A,25,20,8,2.5,0.2,0.15,8,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90099,B,25,20,8,2.5,0.2,0.15,8,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90100,A,25,20,8,2.5,0.2,0.15,10,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90101,B,25,20,8,2.5,0.2,0.15,10,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90102,A,25,20,8,2.5,0.2,0.2,5,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90103,B,25,20,8,2.5,0.2,0.2,5,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90105,B,25,20,8,2.5,0.2,0.2,8,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90104,A,25,20,8,2.5,0.2,0.2,8,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90106,A,25,20,8,2.5,0.2,0.2,10,179.1633,10.8133,0.5896,13.3066,41.44,3.2733,111,0.0,0.8126,279163.26,2014-01-01~2024-01-01
90107,B,25,20,8,2.5,0.2,0.2,10,43.923,3.7087,0.3177,27.3092,32.43,3.2103,74,0.0,0.1358,143923.02,2014-01-01~2024-01-01
90109,B,25,20,8,1.5,0.0,0.1,5,44.0387,3.717,0.2934,27.7309,34.25,2.9057,73,0.0,0.134,144038.67,2014-01-01~2024-01-01
90108,A,25,20,8,1.5,0.0,0.1,5,194.7775,11.4181,0.576,13.8918,41.12,3.3548,107,0.0,0.8219,294777.46,2014-01-01~2024-01-01
90110,A,25,20,8,1.5,0.0,0.1,8,194.7775,11.4181,0.576,13.8918,41.12,3.3548,107,0.0,0.8219,294777.46,2014-01-01~2024-01-01
90111,B,25,20,8,1.5,0.0,0.1,8,44.0387,3.717,0.2934,27.7309,34.25,2.9057,73,0.0,0.134,144038.67,2014-01-01~2024-01-01
90112,A,25,20,8,1.5,0.0,0.1,10,194.7775,11.4181,0.576,13.8918,41.12,3.3548,107,0.0,0.8219,294777.46,2014-01-01~2024-01-01
90113,B,25,20,8,1.5,0.0,0.1,10,44.0387,3.717,0.2934,27.7309,34.25,2.9057,73,0.0,0.134,144038.67,2014-01-01~2024-01-01
90114,A,25,20,8,1.5,0.0,0.15,5,194.7775,11.4181,0.576,13.8918,41.12,3.3548,107,0.0,0.8219,294777.46,2014-01-01~2024-01-01
90115,B,25,20,8,1.5,0.0,0.15,5,44.0387,3.717,0.2934,27.7309,34.25,2.9057,73,0.0,0.134,144038.67,2014-01-01~2024-01-01
90116,A,25,20,8,1.5,0.0,0.15,8,194.7775,11.4181,0.576,13.8918,41.12,3.3548,107,0.0,0.8219,294777.46,2014-01-01~2024-01-01
90117,B,25,20,8,1.5,0.0,0.15,8,44.0387,3.717,0.2934,27.7309,34.25,2.9057,73,0.0,0.134,144038.67,2014-01-01~2024-01-01
90118,A,25,20,8,1.5,0.0,0.15,10,194.7775,11.4181,0.576,13.8918,41.12,3.3548,107,0.0,0.8219,294777.46,2014-01-01~2024-01-01
90119,B,25,20,8,1.5,0.0,0.15,10,44.0387,3.717,0.2934,27.7309,34.25,2.9057,73,0.0,0.134,144038.67,2014-01-01~2024-01-01
90120,A,25,20,8,1.5,0.0,0.2,5,194.7775,11.4181,0.576,13.8918,41.12,3.3548,107,0.0,0.8219,294777.46,2014-01-01~2024-01-01
90121,B,25,20,8,1.5,0.0,0.2,5,44.0387,3.717,0.2934,27.7309,34.25,2.9057,73,0.0,0.134,144038.67,2014-01-01~2024-01-01
90122,A,25,20,8,1.5,0.0,0.2,8,194.7775,11.4181,0.576,13.8918,41.12,3.3548,107,0.0,0.8219,294777.46,2014-01-01~2024-01-01
90123,B,25,20,8,1.5,0.0,0.2,8,44.0387,3.717,0.2934,27.7309,34.25,2.9057,73,0.0,0.134,144038.67,2014-01-01~2024-01-01
90124,A,25,20,8,1.5,0.0,0.2,10,194.7775,11.4181,0.576,13.8918,41.12,3.3548,107,0.0,0.8219,294777.46,2014-01-01~2024-01-01
90125,B,25,20,8,1.5,0.0,0.2,10,44.0387,3.717,0.2934,27.7309,34.25,2.9057,73,0.0,0.134,144038.67,2014-01-01~2024-01-01
90126,A,25,20,8,2.0,0.0,0.1,5,194.7775,11.4181,0.576,13.8918,41.12,3.3548,107,0.0,0.8219,294777.46,2014-01-01~2024-01-01
