param_idx,mode,atr_period,breakout_period,stop_period,stop_atr_multiple,alpha,sharpe,cagr,max_drawdown,total_trades,calmar,annual_vol
5,B,16,19,13,1.5,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
5,B,16,20,11,1.5,0.0,0.2602,3.8983,26.8081,29,0.1454,0.0
5,B,16,20,12,1.5,0.0,0.272,4.0065,27.0044,30,0.1484,0.0
5,B,16,20,13,1.5,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
5,B,16,21,11,1.5,0.0,0.2602,3.8983,26.8081,29,0.1454,0.0
5,B,16,21,12,1.5,0.0,0.272,4.0065,27.0044,30,0.1484,0.0
5,B,16,21,13,1.5,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
6,A,14,19,11,1.5,0.0,1.0087,11.1464,13.3611,41,0.8342,0.0
6,A,14,19,12,1.5,0.0,1.0796,11.6936,13.2524,41,0.8824,0.0
6,A,14,19,13,1.5,0.0,1.3272,12.7428,15.4588,34,0.8243,0.0
6,A,14,20,11,1.5,0.0,0.8085,10.1327,13.3584,40,0.7585,0.0
6,A,14,20,12,1.5,0.0,0.8815,10.8019,13.3211,40,0.8109,0.0
6,A,14,20,13,1.5,0.0,0.9444,10.8851,15.5095,35,0.7018,0.0
6,A,14,21,11,1.5,0.0,0.6916,8.5371,13.2836,42,0.6427,0.0
6,A,14,21,12,1.5,0.0,0.7649,9.2084,13.2841,42,0.6932,0.0
6,A,14,21,13,1.5,0.0,0.8621,9.8062,15.421,36,0.6359,0.0
6,A,15,19,11,1.5,0.0,0.7704,8.8301,13.3663,43,0.6606,0.0
6,A,15,19,12,1.5,0.0,0.8793,9.7488,13.3575,42,0.7298,0.0
6,A,15,19,13,1.5,0.0,1.3253,12.5537,15.2329,34,0.8241,0.0
6,A,15,20,11,1.5,0.0,0.856,9.8365,13.4209,40,0.7329,0.0
6,A,15,20,12,1.5,0.0,0.9458,10.5336,13.3672,40,0.788,0.0
6,A,15,20,13,1.5,0.0,1.0804,10.9929,15.2844,34,0.7192,0.0
6,A,15,21,11,1.5,0.0,0.5921,7.6079,17.004,42,0.4474,0.0
6,A,15,21,12,1.5,0.0,0.7632,9.553,13.3493,43,0.7156,0.0
6,A,15,21,13,1.5,0.0,0.7013,8.3895,15.1862,37,0.5524,0.0
6,A,16,19,11,1.5,0.0,0.8254,9.8741,13.3939,42,0.7372,0.0
6,A,16,19,12,1.5,0.0,0.8859,10.3378,13.3605,42,0.7738,0.0
6,A,16,19,13,1.5,0.0,1.0747,11.3762,15.1166,35,0.7526,0.0
6,A,16,20,11,1.5,0.0,0.8599,10.5268,13.372,40,0.7872,0.0
6,A,16,20,12,1.5,0.0,0.9475,11.1176,13.3814,40,0.8308,0.0
6,A,16,20,13,1.5,0.0,1.0926,11.5386,15.1229,35,0.763,0.0
6,A,16,21,11,1.5,0.0,0.619,8.2343,16.9581,42,0.4856,0.0
6,A,16,21,12,1.5,0.0,0.6784,8.7889,14.7133,42,0.5973,0.0
6,A,16,21,13,1.5,0.0,0.7763,9.3054,15.0742,37,0.6173,0.0
6,B,14,19,11,1.5,0.0,0.3761,4.9775,19.0657,29,0.2611,0.0
6,B,14,19,12,1.5,0.0,0.3988,5.205,17.5359,30,0.2968,0.0
6,B,14,19,13,1.5,0.0,0.538,6.7003,18.7923,27,0.3565,0.0
6,B,14,20,11,1.5,0.0,0.3761,4.9775,19.0657,29,0.2611,0.0
6,B,14,20,12,1.5,0.0,0.3988,5.205,17.5359,30,0.2968,0.0
6,B,14,20,13,1.5,0.0,0.538,6.7003,18.7923,27,0.3565,0.0
6,B,14,21,11,1.5,0.0,0.3761,4.9775,19.0657,29,0.2611,0.0
6,B,14,21,12,1.5,0.0,0.3988,5.205,17.5359,30,0.2968,0.0
6,B,14,21,13,1.5,0.0,0.538,6.7003,18.7923,27,0.3565,0.0
6,B,15,19,11,1.5,0.0,0.2388,3.4204,24.1571,29,0.1416,0.0
6,B,15,19,12,1.5,0.0,0.2565,3.6264,23.2156,30,0.1562,0.0
6,B,15,19,13,1.5,0.0,0.3842,5.1653,24.1573,27,0.2138,0.0
6,B,15,20,11,1.5,0.0,0.2388,3.4204,24.1571,29,0.1416,0.0
6,B,15,20,12,1.5,0.0,0.2565,3.6264,23.2156,30,0.1562,0.0
6,B,15,20,13,1.5,0.0,0.3842,5.1653,24.1573,27,0.2138,0.0
6,B,15,21,11,1.5,0.0,0.2388,3.4204,24.1571,29,0.1416,0.0
6,B,15,21,12,1.5,0.0,0.2565,3.6264,23.2156,30,0.1562,0.0
6,B,15,21,13,1.5,0.0,0.3842,5.1653,24.1573,27,0.2138,0.0
6,B,16,19,11,1.5,0.0,0.2602,3.8983,26.8081,29,0.1454,0.0
6,B,16,19,12,1.5,0.0,0.272,4.0065,27.0044,30,0.1484,0.0
6,B,16,19,13,1.5,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
6,B,16,20,11,1.5,0.0,0.2602,3.8983,26.8081,29,0.1454,0.0
6,B,16,20,12,1.5,0.0,0.272,4.0065,27.0044,30,0.1484,0.0
6,B,16,20,13,1.5,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
6,B,16,21,11,1.5,0.0,0.2602,3.8983,26.8081,29,0.1454,0.0
6,B,16,21,12,1.5,0.0,0.272,4.0065,27.0044,30,0.1484,0.0
6,B,16,21,13,1.5,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
7,A,14,19,11,1.5,0.0,1.0087,11.1464,13.3611,41,0.8342,0.0
7,A,14,19,12,1.5,0.0,1.0796,11.6936,13.2524,41,0.8824,0.0
7,A,14,19,13,1.5,0.0,1.3272,12.7428,15.4588,34,0.8243,0.0
7,A,14,20,11,1.5,0.0,0.8085,10.1327,13.3584,40,0.7585,0.0
7,A,14,20,12,1.5,0.0,0.8815,10.8019,13.3211,40,0.8109,0.0
7,A,14,20,13,1.5,0.0,0.9444,10.8851,15.5095,35,0.7018,0.0
7,A,14,21,11,1.5,0.0,0.6916,8.5371,13.2836,42,0.6427,0.0
7,A,14,21,12,1.5,0.0,0.7649,9.2084,13.2841,42,0.6932,0.0
7,A,14,21,13,1.5,0.0,0.8621,9.8062,15.421,36,0.6359,0.0
7,A,15,19,11,1.5,0.0,0.7704,8.8301,13.3663,43,0.6606,0.0
7,A,15,19,12,1.5,0.0,0.8793,9.7488,13.3575,42,0.7298,0.0
7,A,15,19,13,1.5,0.0,1.3253,12.5537,15.2329,34,0.8241,0.0
7,A,15,20,11,1.5,0.0,0.856,9.8365,13.4209,40,0.7329,0.0
7,A,15,20,12,1.5,0.0,0.9458,10.5336,13.3672,40,0.788,0.0
7,A,15,20,13,1.5,0.0,1.0804,10.9929,15.2844,34,0.7192,0.0
7,A,15,21,11,1.5,0.0,0.5921,7.6079,17.004,42,0.4474,0.0
7,A,15,21,12,1.5,0.0,0.7632,9.553,13.3493,43,0.7156,0.0
7,A,15,21,13,1.5,0.0,0.7013,8.3895,15.1862,37,0.5524,0.0
7,A,16,19,11,1.5,0.0,0.8254,9.8741,13.3939,42,0.7372,0.0
7,A,16,19,12,1.5,0.0,0.8859,10.3378,13.3605,42,0.7738,0.0
7,A,16,19,13,1.5,0.0,1.0747,11.3762,15.1166,35,0.7526,0.0
7,A,16,20,11,1.5,0.0,0.8599,10.5268,13.372,40,0.7872,0.0
7,A,16,20,12,1.5,0.0,0.9475,11.1176,13.3814,40,0.8308,0.0
7,A,16,20,13,1.5,0.0,1.0926,11.5386,15.1229,35,0.763,0.0
7,A,16,21,11,1.5,0.0,0.619,8.2343,16.9581,42,0.4856,0.0
7,A,16,21,12,1.5,0.0,0.6784,8.7889,14.7133,42,0.5973,0.0
7,A,16,21,13,1.5,0.0,0.7763,9.3054,15.0742,37,0.6173,0.0
7,B,14,19,11,1.5,0.0,0.3761,4.9775,19.0657,29,0.2611,0.0
7,B,14,19,12,1.5,0.0,0.3988,5.205,17.5359,30,0.2968,0.0
7,B,14,19,13,1.5,0.0,0.538,6.7003,18.7923,27,0.3565,0.0
7,B,14,20,11,1.5,0.0,0.3761,4.9775,19.0657,29,0.2611,0.0
7,B,14,20,12,1.5,0.0,0.3988,5.205,17.5359,30,0.2968,0.0
7,B,14,20,13,1.5,0.0,0.538,6.7003,18.7923,27,0.3565,0.0
7,B,14,21,11,1.5,0.0,0.3761,4.9775,19.0657,29,0.2611,0.0
7,B,14,21,12,1.5,0.0,0.3988,5.205,17.5359,30,0.2968,0.0
7,B,14,21,13,1.5,0.0,0.538,6.7003,18.7923,27,0.3565,0.0
7,B,15,19,11,1.5,0.0,0.2388,3.4204,24.1571,29,0.1416,0.0
7,B,15,19,12,1.5,0.0,0.2565,3.6264,23.2156,30,0.1562,0.0
7,B,15,19,13,1.5,0.0,0.3842,5.1653,24.1573,27,0.2138,0.0
7,B,15,20,11,1.5,0.0,0.2388,3.4204,24.1571,29,0.1416,0.0
7,B,15,20,12,1.5,0.0,0.2565,3.6264,23.2156,30,0.1562,0.0
7,B,15,20,13,1.5,0.0,0.3842,5.1653,24.1573,27,0.2138,0.0
7,B,15,21,11,1.5,0.0,0.2388,3.4204,24.1571,29,0.1416,0.0
7,B,15,21,12,1.5,0.0,0.2565,3.6264,23.2156,30,0.1562,0.0
7,B,15,21,13,1.5,0.0,0.3842,5.1653,24.1573,27,0.2138,0.0
7,B,16,19,11,1.5,0.0,0.2602,3.8983,26.8081,29,0.1454,0.0
7,B,16,19,12,1.5,0.0,0.272,4.0065,27.0044,30,0.1484,0.0
7,B,16,19,13,1.5,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
7,B,16,20,11,1.5,0.0,0.2602,3.8983,26.8081,29,0.1454,0.0
7,B,16,20,12,1.5,0.0,0.272,4.0065,27.0044,30,0.1484,0.0
7,B,16,20,13,1.5,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
7,B,16,21,11,1.5,0.0,0.2602,3.8983,26.8081,29,0.1454,0.0
7,B,16,21,12,1.5,0.0,0.272,4.0065,27.0044,30,0.1484,0.0
7,B,16,21,13,1.5,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
8,A,14,19,11,1.5,0.0,1.0087,11.1464,13.3611,41,0.8342,0.0
8,A,14,19,12,1.5,0.0,1.0796,11.6936,13.2524,41,0.8824,0.0
8,A,14,19,13,1.5,0.0,1.3272,12.7428,15.4588,34,0.8243,0.0
8,A,14,20,11,1.5,0.0,0.8085,10.1327,13.3584,40,0.7585,0.0
8,A,14,20,12,1.5,0.0,0.8815,10.8019,13.3211,40,0.8109,0.0
8,A,14,20,13,1.5,0.0,0.9444,10.8851,15.5095,35,0.7018,0.0
8,A,14,21,11,1.5,0.0,0.6916,8.5371,13.2836,42,0.6427,0.0
8,A,14,21,12,1.5,0.0,0.7649,9.2084,13.2841,42,0.6932,0.0
8,A,14,21,13,1.5,0.0,0.8621,9.8062,15.421,36,0.6359,0.0
8,A,15,19,11,1.5,0.0,0.7704,8.8301,13.3663,43,0.6606,0.0
8,A,15,19,12,1.5,0.0,0.8793,9.7488,13.3575,42,0.7298,0.0
8,A,15,19,13,1.5,0.0,1.3253,12.5537,15.2329,34,0.8241,0.0
8,A,15,20,11,1.5,0.0,0.856,9.8365,13.4209,40,0.7329,0.0
8,A,15,20,12,1.5,0.0,0.9458,10.5336,13.3672,40,0.788,0.0
8,A,15,20,13,1.5,0.0,1.0804,10.9929,15.2844,34,0.7192,0.0
8,A,15,21,11,1.5,0.0,0.5921,7.6079,17.004,42,0.4474,0.0
8,A,15,21,12,1.5,0.0,0.7632,9.553,13.3493,43,0.7156,0.0
8,A,15,21,13,1.5,0.0,0.7013,8.3895,15.1862,37,0.5524,0.0
8,A,16,19,11,1.5,0.0,0.8254,9.8741,13.3939,42,0.7372,0.0
8,A,16,19,12,1.5,0.0,0.8859,10.3378,13.3605,42,0.7738,0.0
8,A,16,19,13,1.5,0.0,1.0747,11.3762,15.1166,35,0.7526,0.0
8,A,16,20,11,1.5,0.0,0.8599,10.5268,13.372,40,0.7872,0.0
8,A,16,20,12,1.5,0.0,0.9475,11.1176,13.3814,40,0.8308,0.0
8,A,16,20,13,1.5,0.0,1.0926,11.5386,15.1229,35,0.763,0.0
8,A,16,21,11,1.5,0.0,0.619,8.2343,16.9581,42,0.4856,0.0
8,A,16,21,12,1.5,0.0,0.6784,8.7889,14.7133,42,0.5973,0.0
8,A,16,21,13,1.5,0.0,0.7763,9.3054,15.0742,37,0.6173,0.0
8,B,14,19,11,1.5,0.0,0.3761,4.9775,19.0657,29,0.2611,0.0
8,B,14,19,12,1.5,0.0,0.3988,5.205,17.5359,30,0.2968,0.0
8,B,14,19,13,1.5,0.0,0.538,6.7003,18.7923,27,0.3565,0.0
8,B,14,20,11,1.5,0.0,0.3761,4.9775,19.0657,29,0.2611,0.0
8,B,14,20,12,1.5,0.0,0.3988,5.205,17.5359,30,0.2968,0.0
8,B,14,20,13,1.5,0.0,0.538,6.7003,18.7923,27,0.3565,0.0
8,B,14,21,11,1.5,0.0,0.3761,4.9775,19.0657,29,0.2611,0.0
8,B,14,21,12,1.5,0.0,0.3988,5.205,17.5359,30,0.2968,0.0
8,B,14,21,13,1.5,0.0,0.538,6.7003,18.7923,27,0.3565,0.0
8,B,15,19,11,1.5,0.0,0.2388,3.4204,24.1571,29,0.1416,0.0
8,B,15,19,12,1.5,0.0,0.2565,3.6264,23.2156,30,0.1562,0.0
8,B,15,19,13,1.5,0.0,0.3842,5.1653,24.1573,27,0.2138,0.0
8,B,15,20,11,1.5,0.0,0.2388,3.4204,24.1571,29,0.1416,0.0
8,B,15,20,12,1.5,0.0,0.2565,3.6264,23.2156,30,0.1562,0.0
8,B,15,20,13,1.5,0.0,0.3842,5.1653,24.1573,27,0.2138,0.0
8,B,15,21,11,1.5,0.0,0.2388,3.4204,24.1571,29,0.1416,0.0
8,B,15,21,12,1.5,0.0,0.2565,3.6264,23.2156,30,0.1562,0.0
8,B,15,21,13,1.5,0.0,0.3842,5.1653,24.1573,27,0.2138,0.0
8,B,16,19,11,1.5,0.0,0.2602,3.8983,26.8081,29,0.1454,0.0
8,B,16,19,12,1.5,0.0,0.272,4.0065,27.0044,30,0.1484,0.0
8,B,16,19,13,1.5,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
8,B,16,20,11,1.5,0.0,0.2602,3.8983,26.8081,29,0.1454,0.0
8,B,16,20,12,1.5,0.0,0.272,4.0065,27.0044,30,0.1484,0.0
8,B,16,20,13,1.5,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
8,B,16,21,11,1.5,0.0,0.2602,3.8983,26.8081,29,0.1454,0.0
8,B,16,21,12,1.5,0.0,0.272,4.0065,27.0044,30,0.1484,0.0
8,B,16,21,13,1.5,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
9,A,14,19,11,2.0,0.0,1.0087,11.1464,13.3611,41,0.8342,0.0
9,A,14,19,12,2.0,0.0,1.0796,11.6936,13.2524,41,0.8824,0.0
9,A,14,19,13,2.0,0.0,1.3272,12.7428,15.4588,34,0.8243,0.0
9,A,14,20,11,2.0,0.0,0.8085,10.1327,13.3584,40,0.7585,0.0
9,A,14,20,12,2.0,0.0,0.8815,10.8019,13.3211,40,0.8109,0.0
9,A,14,20,13,2.0,0.0,0.9444,10.8851,15.5095,35,0.7018,0.0
9,A,14,21,11,2.0,0.0,0.6916,8.5371,13.2836,42,0.6427,0.0
9,A,14,21,12,2.0,0.0,0.7649,9.2084,13.2841,42,0.6932,0.0
9,A,14,21,13,2.0,0.0,0.8621,9.8062,15.421,36,0.6359,0.0
9,A,15,19,11,2.0,0.0,0.7704,8.8301,13.3663,43,0.6606,0.0
9,A,15,19,12,2.0,0.0,0.8793,9.7488,13.3575,42,0.7298,0.0
9,A,15,19,13,2.0,0.0,1.3253,12.5537,15.2329,34,0.8241,0.0
9,A,15,20,11,2.0,0.0,0.856,9.8365,13.4209,40,0.7329,0.0
9,A,15,20,12,2.0,0.0,0.9458,10.5336,13.3672,40,0.788,0.0
9,A,15,20,13,2.0,0.0,1.0804,10.9929,15.2844,34,0.7192,0.0
9,A,15,21,11,2.0,0.0,0.5921,7.6079,17.004,42,0.4474,0.0
9,A,15,21,12,2.0,0.0,0.7632,9.553,13.3493,43,0.7156,0.0
9,A,15,21,13,2.0,0.0,0.7013,8.3895,15.1862,37,0.5524,0.0
9,A,16,19,11,2.0,0.0,0.8254,9.8741,13.3939,42,0.7372,0.0
9,A,16,19,12,2.0,0.0,0.8859,10.3378,13.3605,42,0.7738,0.0
9,A,16,19,13,2.0,0.0,1.0747,11.3762,15.1166,35,0.7526,0.0
9,A,16,20,11,2.0,0.0,0.8599,10.5268,13.372,40,0.7872,0.0
9,A,16,20,12,2.0,0.0,0.9475,11.1176,13.3814,40,0.8308,0.0
9,A,16,20,13,2.0,0.0,1.0926,11.5386,15.1229,35,0.763,0.0
9,A,16,21,11,2.0,0.0,0.619,8.2343,16.9581,42,0.4856,0.0
9,A,16,21,12,2.0,0.0,0.6784,8.7889,14.7133,42,0.5973,0.0
9,A,16,21,13,2.0,0.0,0.7763,9.3054,15.0742,37,0.6173,0.0
9,B,14,19,11,2.0,0.0,0.3761,4.9775,19.0657,29,0.2611,0.0
9,B,14,19,12,2.0,0.0,0.3988,5.205,17.5359,30,0.2968,0.0
9,B,14,19,13,2.0,0.0,0.538,6.7003,18.7923,27,0.3565,0.0
9,B,14,20,11,2.0,0.0,0.3761,4.9775,19.0657,29,0.2611,0.0
9,B,14,20,12,2.0,0.0,0.3988,5.205,17.5359,30,0.2968,0.0
9,B,14,20,13,2.0,0.0,0.538,6.7003,18.7923,27,0.3565,0.0
9,B,14,21,11,2.0,0.0,0.3761,4.9775,19.0657,29,0.2611,0.0
9,B,14,21,12,2.0,0.0,0.3988,5.205,17.5359,30,0.2968,0.0
9,B,14,21,13,2.0,0.0,0.538,6.7003,18.7923,27,0.3565,0.0
9,B,15,19,11,2.0,0.0,0.2388,3.4204,24.1571,29,0.1416,0.0
9,B,15,19,12,2.0,0.0,0.2565,3.6264,23.2156,30,0.1562,0.0
9,B,15,19,13,2.0,0.0,0.3842,5.1653,24.1573,27,0.2138,0.0
9,B,15,20,11,2.0,0.0,0.2388,3.4204,24.1571,29,0.1416,0.0
9,B,15,20,12,2.0,0.0,0.2565,3.6264,23.2156,30,0.1562,0.0
9,B,15,20,13,2.0,0.0,0.3842,5.1653,24.1573,27,0.2138,0.0
9,B,15,21,11,2.0,0.0,0.2388,3.4204,24.1571,29,0.1416,0.0
9,B,15,21,12,2.0,0.0,0.2565,3.6264,23.2156,30,0.1562,0.0
9,B,15,21,13,2.0,0.0,0.3842,5.1653,24.1573,27,0.2138,0.0
9,B,16,19,11,2.0,0.0,0.2602,3.8983,26.8081,29,0.1454,0.0
9,B,16,19,12,2.0,0.0,0.272,4.0065,27.0044,30,0.1484,0.0
9,B,16,19,13,2.0,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
9,B,16,20,11,2.0,0.0,0.2602,3.8983,26.8081,29,0.1454,0.0
9,B,16,20,12,2.0,0.0,0.272,4.0065,27.0044,30,0.1484,0.0
9,B,16,20,13,2.0,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
9,B,16,21,11,2.0,0.0,0.2602,3.8983,26.8081,29,0.1454,0.0
9,B,16,21,12,2.0,0.0,0.272,4.0065,27.0044,30,0.1484,0.0
9,B,16,21,13,2.0,0.0,0.3863,5.4559,23.1328,29,0.2359,0.0
10,A,24,14,11,1.5,0.0,0.6913,7.8892,13.5898,47,0.5805,0.0
10,A,24,14,12,1.5,0.0,0.6739,7.7864,13.4952,48,0.577,0.0
10,A,24,14,13,1.5,0.0,1.0593,10.9567,16.4461,42,0.6662,0.0
10,A,24,15,11,1.5,0.0,0.8891,9.9788,13.6323,45,0.732,0.0
10,A,24,15,12,1.5,0.0,0.8986,10.3379,13.5218,44,0.7645,0.0
10,A,24,15,13,1.5,0.0,1.3232,12.9085,16.5013,39,0.7823,0.0
10,A,24,16,11,1.5,0.0,0.9628,10.1386,13.5152,42,0.7502,0.0
10,A,24,16,12,1.5,0.0,0.9313,10.2855,13.5601,42,0.7585,0.0
10,A,24,16,13,1.5,0.0,1.109,11.5714,16.4835,37,0.702,0.0
10,A,25,14,11,1.5,0.0,0.6997,8.0357,13.6503,46,0.5887,0.0
10,A,25,14,12,1.5,0.0,0.686,7.9834,13.5203,46,0.5905,0.0
10,A,25,14,13,1.5,0.0,0.9849,10.0833,16.5689,43,0.6086,0.0
10,A,25,15,11,1.5,0.0,0.8877,9.889,13.5461,45,0.73,0.0
10,A,25,15,12,1.5,0.0,0.896,10.1323,13.6702,44,0.7412,0.0
10,A,25,15,13,1.5,0.0,1.3223,12.8355,16.5634,41,0.7749,0.0
10,A,25,16,11,1.5,0.0,0.9414,9.9585,13.6473,43,0.7297,0.0
10,A,25,16,12,1.5,0.0,0.9266,10.0756,13.5613,42,0.743,0.0
10,A,25,16,13,1.5,0.0,1.1074,11.4851,16.5553,39,0.6937,0.0
10,A,26,14,11,1.5,0.0,0.7471,8.7611,13.6087,47,0.6438,0.0
10,A,26,14,12,1.5,0.0,0.7205,8.6196,13.5506,47,0.6361,0.0
10,A,26,14,13,1.5,0.0,1.0921,11.3139,16.7443,43,0.6757,0.0
10,A,26,15,11,1.5,0.0,0.896,10.4846,13.5651,46,0.7729,0.0
10,A,26,15,12,1.5,0.0,0.9004,10.7094,13.6953,45,0.782,0.0
10,A,26,15,13,1.5,0.0,1.3502,13.6856,16.7451,41,0.8173,0.0
10,A,26,16,11,1.5,0.0,0.9524,10.5282,13.6803,44,0.7696,0.0
10,A,26,16,12,1.5,0.0,0.8997,10.6466,12.7736,44,0.8335,0.0
10,A,26,16,13,1.5,0.0,1.088,12.1174,13.4416,40,0.9015,0.0
10,B,24,14,11,1.5,0.0,0.2253,3.2866,26.692,31,0.1231,0.0
10,B,24,14,12,1.5,0.0,0.274,3.7884,24.8438,31,0.1525,0.0
10,B,24,14,13,1.5,0.0,0.4316,5.9147,24.5231,29,0.2412,0.0
10,B,24,15,11,1.5,0.0,0.2253,3.2866,26.692,31,0.1231,0.0
10,B,24,15,12,1.5,0.0,0.274,3.7884,24.8438,31,0.1525,0.0
10,B,24,15,13,1.5,0.0,0.4316,5.9147,24.5231,29,0.2412,0.0
10,B,24,16,11,1.5,0.0,0.2253,3.2866,26.692,31,0.1231,0.0
10,B,24,16,12,1.5,0.0,0.274,3.7884,24.8438,31,0.1525,0.0
10,B,24,16,13,1.5,0.0,0.4316,5.9147,24.5231,29,0.2412,0.0
10,B,25,14,11,1.5,0.0,0.223,3.25,26.7133,31,0.1217,0.0
10,B,25,14,12,1.5,0.0,0.2713,3.7481,24.9535,31,0.1502,0.0
10,B,25,14,13,1.5,0.0,0.4319,5.8959,24.4587,29,0.2411,0.0
10,B,25,15,11,1.5,0.0,0.223,3.25,26.7133,31,0.1217,0.0
10,B,25,15,12,1.5,0.0,0.2713,3.7481,24.9535,31,0.1502,0.0
10,B,25,15,13,1.5,0.0,0.4319,5.8959,24.4587,29,0.2411,0.0
10,B,25,16,11,1.5,0.0,0.223,3.25,26.7133,31,0.1217,0.0
10,B,25,16,12,1.5,0.0,0.2713,3.7481,24.9535,31,0.1502,0.0
10,B,25,16,13,1.5,0.0,0.4319,5.8959,24.4587,29,0.2411,0.0
10,B,26,14,11,1.5,0.0,0.2236,3.2526,26.7128,31,0.1218,0.0
10,B,26,14,12,1.5,0.0,0.2692,3.7119,25.0233,31,0.1483,0.0
10,B,26,14,13,1.5,0.0,0.4294,5.8481,24.5729,29,0.238,0.0
10,B,26,15,11,1.5,0.0,0.2236,3.2526,26.7128,31,0.1218,0.0
10,B,26,15,12,1.5,0.0,0.2692,3.7119,25.0233,31,0.1483,0.0
10,B,26,15,13,1.5,0.0,0.4294,5.8481,24.5729,29,0.238,0.0
10,B,26,16,11,1.5,0.0,0.2236,3.2526,26.7128,31,0.1218,0.0
10,B,26,16,12,1.5,0.0,0.2692,3.7119,25.0233,31,0.1483,0.0
10,B,26,16,13,1.5,0.0,0.4294,5.8481,24.5729,29,0.238,0.0
11,A,24,14,11,1.5,0.0,0.6913,7.8892,13.5898,47,0.5805,0.0
11,A,24,14,12,1.5,0.0,0.6739,7.7864,13.4952,48,0.577,0.0
11,A,24,14,13,1.5,0.0,1.0593,10.9567,16.4461,42,0.6662,0.0
11,A,24,15,11,1.5,0.0,0.8891,9.9788,13.6323,45,0.732,0.0
11,A,24,15,12,1.5,0.0,0.8986,10.3379,13.5218,44,0.7645,0.0
11,A,24,15,13,1.5,0.0,1.3232,12.9085,16.5013,39,0.7823,0.0
11,A,24,16,11,1.5,0.0,0.9628,10.1386,13.5152,42,0.7502,0.0
11,A,24,16,12,1.5,0.0,0.9313,10.2855,13.5601,42,0.7585,0.0
11,A,24,16,13,1.5,0.0,1.109,11.5714,16.4835,37,0.702,0.0
11,A,25,14,11,1.5,0.0,0.6997,8.0357,13.6503,46,0.5887,0.0
11,A,25,14,12,1.5,0.0,0.686,7.9834,13.5203,46,0.5905,0.0
11,A,25,14,13,1.5,0.0,0.9849,10.0833,16.5689,43,0.6086,0.0
11,A,25,15,11,1.5,0.0,0.8877,9.889,13.5461,45,0.73,0.0
11,A,25,15,12,1.5,0.0,0.896,10.1323,13.6702,44,0.7412,0.0
11,A,25,15,13,1.5,0.0,1.3223,12.8355,16.5634,41,0.7749,0.0
11,A,25,16,11,1.5,0.0,0.9414,9.9585,13.6473,43,0.7297,0.0
11,A,25,16,12,1.5,0.0,0.9266,10.0756,13.5613,42,0.743,0.0
11,A,25,16,13,1.5,0.0,1.1074,11.4851,16.5553,39,0.6937,0.0
11,A,26,14,11,1.5,0.0,0.7471,8.7611,13.6087,47,0.6438,0.0
11,A,26,14,12,1.5,0.0,0.7205,8.6196,13.5506,47,0.6361,0.0
11,A,26,14,13,1.5,0.0,1.0921,11.3139,16.7443,43,0.6757,0.0
11,A,26,15,11,1.5,0.0,0.896,10.4846,13.5651,46,0.7729,0.0
11,A,26,15,12,1.5,0.0,0.9004,10.7094,13.6953,45,0.782,0.0
11,A,26,15,13,1.5,0.0,1.3502,13.6856,16.7451,41,0.8173,0.0
11,A,26,16,11,1.5,0.0,0.9524,10.5282,13.6803,44,0.7696,0.0
11,A,26,16,12,1.5,0.0,0.8997,10.6466,12.7736,44,0.8335,0.0
11,A,26,16,13,1.5,0.0,1.088,12.1174,13.4416,40,0.9015,0.0
11,B,24,14,11,1.5,0.0,0.2253,3.2866,26.692,31,0.1231,0.0
11,B,24,14,12,1.5,0.0,0.274,3.7884,24.8438,31,0.1525,0.0
11,B,24,14,13,1.5,0.0,0.4316,5.9147,24.5231,29,0.2412,0.0
11,B,24,15,11,1.5,0.0,0.2253,3.2866,26.692,31,0.1231,0.0
11,B,24,15,12,1.5,0.0,0.274,3.7884,24.8438,31,0.1525,0.0
11,B,24,15,13,1.5,0.0,0.4316,5.9147,24.5231,29,0.2412,0.0
11,B,24,16,11,1.5,0.0,0.2253,3.2866,26.692,31,0.1231,0.0
11,B,24,16,12,1.5,0.0,0.274,3.7884,24.8438,31,0.1525,0.0
11,B,24,16,13,1.5,0.0,0.4316,5.9147,24.5231,29,0.2412,0.0
11,B,25,14,11,1.5,0.0,0.223,3.25,26.7133,31,0.1217,0.0
11,B,25,14,12,1.5,0.0,0.2713,3.7481,24.9535,31,0.1502,0.0
11,B,25,14,13,1.5,0.0,0.4319,5.8959,24.4587,29,0.2411,0.0
11,B,25,15,11,1.5,0.0,0.223,3.25,26.7133,31,0.1217,0.0
11,B,25,15,12,1.5,0.0,0.2713,3.7481,24.9535,31,0.1502,0.0
11,B,25,15,13,1.5,0.0,0.4319,5.8959,24.4587,29,0.2411,0.0
